Unnamed: 0,model,task,step,batch_idx,absolute_time,smiles,valid,valid_score,unique,occurrences,desc_QED,desc_SAscore,desc_CLogP,desc_MolWt,desc_HeavyAtomCount,desc_HeavyAtomMolWt,desc_NumHAcceptors,desc_NumHDonors,desc_NumHeteroatoms,desc_NumRotatableBonds,desc_NumAromaticRings,desc_NumAliphaticRings,desc_RingCount,desc_TPSA,desc_PenLogP,desc_FormalCharge,desc_MolecularFormula,desc_Bertz,desc_MaxConsecutiveRotatableBonds,desc_FlourineCount,PPS_r_i_docking_score,PPS_r_i_glide_ecoul,PPS_r_i_glide_emodel,PPS_r_i_glide_energy,PPS_r_i_glide_erotb,PPS_r_i_glide_esite,PPS_r_i_glide_evdw,PPS_r_i_glide_gscore,PPS_r_i_glide_hbond,PPS_r_i_glide_ligand_efficiency,PPS_r_i_glide_ligand_efficiency_ln,PPS_r_i_glide_ligand_efficiency_sa,PPS_r_i_glide_lipo,PPS_r_i_glide_metal,PPS_r_i_glide_rewards,PPS_NetCharge,PPS_PositiveCharge,PPS_NegativeCharge,PPS_best_variant,norm_PPS_r_i_docking_score,amean,filter,passes_diversity_filter,filtered_amean,score_time,diversity_filter,diversity_filter_params,prior,agent,batch_size,rl_strategy,sigma
20817,RNN,PPS_tester_run_2,325,17,1115772.6299378872,CC(NC(=O)c1ccc(C(=O)N2CCN(Cc3ccc(CNC(=O)c4cnc5cnccn5c4=O)cc3)CC2)nn1)C(=O)NCc1ccc(C(F)(F)F)cc1,True,1,True,0,0.1807492968496725,3.56597809020876,2.221,756.746,55.0,721.466,11.0,3.0,18.0,11.0,5.0,1.0,6.0,183.89,-1.3449780902087598,0.0,C37H35F3N10O5,2240.567346472028,2.0,3.0,-14.4867,-24.4061,-158.88,-99.9201,0.333423,-0.361395,-75.5139,-14.8315,-1.23601,-0.263395,-2.89311,-1.00168,-4.77913,0.0,-1.35182,1.0,1.0,0.0,325_17-1,0.9119563369908028,0.9119563369908028,1.0,False,0.8937172102509867,4034.5204632282257,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22573,RNN,PPS_tester_run_2,352,45,1211776.3226246834,NC(=O)c1cccc(C(=O)N2CCC(NC(=O)N3CCC(Cc4ccc(CNC(=O)c5cc6cnccc6[nH]5)cc4)CC3)C2)c1,True,1,True,0,0.2416530165017918,3.22255002075888,3.470600000000001,607.7150000000001,45.0,570.4190000000003,5.0,4.0,11.0,8.0,4.0,2.0,6.0,153.52,0.248049979241121,0.0,C34H37N7O4,1676.0468832026836,2.0,0.0,-14.4825,-26.3236,-182.78,-98.2613,0.444443,-0.334494,-71.9376,-14.5679,-1.02008,-0.321834,-3.01301,-1.14473,-4.71807,0.0,-1.39426,1.0,1.0,0.0,352_45-1,0.9116919416063908,0.9116919416063908,1.0,False,0.7658212309493683,3070.275903701782,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18138,RNN,PPS_tester_run_2,283,26,1000413.6042485236,O=C(Nc1ccc(C(F)(F)F)cc1)NC1CCN(Cc2ccc(CNC(=O)N3CCC(NC(=O)Nc4cnc(=O)[nH]n4)C3)cc2)C1,True,1,True,0,0.2189151962417201,3.630445710632437,2.6853,642.643,46.0,609.3790000000001,7.0,6.0,17.0,8.0,3.0,2.0,5.0,176.48000000000002,-0.9451457106324366,0.0,C29H33F3N10O4,1563.3209780059008,2.0,3.0,-14.4753,-23.395,-170.629,-92.336,0.520934,-0.297662,-68.941,-14.5626,-1.34334,-0.314681,-2.9978,-1.12752,-4.87725,0.0,-1.60902,0.0,1.0,-1.0,283_26-5,0.9225989024646744,0.9225989024646744,1.0,False,0.9041469244153808,3822.5662381649017,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18883,RNN,PPS_tester_run_2,295,3,1041389.9522697926,NC(=O)c1ccc(NC(=O)NCC(=O)NCc2ccc(CN3CCN(C(=O)c4ccc(C(N)=O)cc4)CC3)cc2)cc1,True,1,True,0,0.2444610898158463,2.318251087044992,1.2803000000000018,571.6380000000004,42.0,538.3740000000004,6.0,5.0,12.0,10.0,3.0,1.0,4.0,179.95999999999998,-1.03795108704499,0.0,C30H33N7O5,1432.3793940108114,2.0,0.0,-14.472,-27.3732,-184.382,-101.053,0.670888,-0.203494,-73.6795,-14.6834,-1.1845,-0.344572,-3.05468,-1.19774,-4.59221,0.0,-1.69007,1.0,1.0,0.0,295_3-1,0.9223885733952848,0.9223885733952848,1.0,False,0.9039408019273792,3046.4168264865875,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15411,RNN,PPS_tester_run_2,240,51,849906.9144246578,O=C(NCC1CCN(Cc2ccc(CN3CCC(NC(=O)C4CCN(C(=O)C(F)(F)F)CC4)C3)cc2)CC1)Nc1ccc2ccccc2c1,True,1,True,0,0.2832807669422391,3.234503014463776,5.364900000000004,678.8000000000001,49.0,633.4399999999999,5.0,3.0,12.0,9.0,3.0,3.0,6.0,97.02,2.130396985536228,0.0,C37H45F3N6O3,1600.922724654794,2.0,3.0,-14.4682,-22.1757,-162.752,-93.1629,0.386413,-0.350052,-70.9872,-14.4682,-1.0636,-0.29527,-2.95763,-1.08048,-5.37726,0.0,-1.188,2.0,2.0,0.0,240_51-4,0.9458874600383108,0.9458874600383108,1.0,False,0.9269697108375446,5355.695908546448,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20825,RNN,PPS_tester_run_2,325,25,1115772.6299378872,NC(=O)c1ccc(CNC(=O)c2ccc(C(=O)N3CCN(Cc4ccc(CNC(=O)c5ccc6cccnc6n5)cc4)CC3)cc2)cc1,True,1,True,0,0.2111115545625256,2.59686005532488,3.5467000000000013,641.7320000000001,48.0,606.4520000000001,7.0,3.0,11.0,10.0,5.0,1.0,6.0,150.61999999999995,0.9498399446751212,0.0,C37H35N7O4,1936.3693796448952,2.0,0.0,-14.4628,-23.0512,-188.418,-101.737,0.41805,-0.26584,-78.6859,-14.6741,-0.97673,-0.301308,-2.96904,-1.09503,-5.1288,0.0,-1.32882,1.0,1.0,0.0,325_25-1,0.9104518013509344,0.9104518013509344,1.0,False,0.874033729296897,4034.5204632282257,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18606,RNN,PPS_tester_run_2,290,46,1024916.547631979,NC(=O)c1cccc(C(=O)N2CCN(Cc3ccc(CNC(=O)Nc4cc(C(N)=O)cc5cc[nH]c(=O)c45)cc3)CC2)c1,True,1,True,0,0.2119334550072999,2.6746502906582705,2.0056000000000003,581.633,43.0,550.3850000000002,6.0,5.0,12.0,8.0,4.0,1.0,5.0,183.72,-0.6690502906582703,0.0,C31H31N7O5,1758.8952301771271,2.0,0.0,-14.4488,-26.5468,-187.129,-100.713,0.452608,-0.471776,-74.1663,-14.6602,-1.17998,-0.33602,-3.03471,-1.17721,-4.73749,0.0,-1.03318,1.0,1.0,0.0,290_46-1,0.9209098963013952,0.9209098963013952,1.0,False,0.8840735004493393,3722.007400035858,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17850,RNN,PPS_tester_run_2,278,58,983770.0491359234,NC(=O)c1cccc(C(=O)NCC2CCN(Cc3ccc(CNC(=O)c4ccc5c(C(N)=O)cccc5c4)cc3)CC2)c1,True,1,True,0,0.2273564682010254,2.443488890602909,3.609600000000001,577.6850000000002,43.0,542.4050000000003,5.0,4.0,9.0,10.0,4.0,1.0,5.0,147.62,1.1661111093970922,0.0,C34H35N5O4,1659.4708577530853,2.0,0.0,-14.4476,-26.0699,-176.612,-96.1231,0.525657,-0.336511,-70.0533,-14.4531,-1.48049,-0.33599,-3.03444,-1.17711,-5.29934,0.0,-0.449221,1.0,1.0,0.0,278_58-1,0.9208334130034354,0.9208334130034354,1.0,False,0.6814167256225422,3836.755931377411,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21064,RNN,PPS_tester_run_2,329,8,1131388.1856315136,NC(CNC(=O)c1ccc(C(F)(F)F)[nH]1)NC(=O)C1CCN(Cc2ccc(CNC(=O)c3cc4c(=O)[nH]ccc4[nH]3)cc2)C1,True,1,True,0,0.134128596329036,3.9056020231860495,1.7860000000000005,612.6130000000003,44.0,581.3650000000001,6.0,7.0,15.0,10.0,4.0,1.0,5.0,181.0,-2.11960202318605,0.0,C29H31F3N8O4,1709.671863514351,3.0,3.0,-14.4425,-30.4765,-169.181,-92.872,0.544284,-0.588357,-62.3954,-14.7071,-1.80127,-0.328238,-3.01879,-1.15879,-4.4865,0.0,-1.25543,1.0,1.0,0.0,329_8-4,0.9091738903262764,0.9091738903262764,1.0,False,0.7455225900675467,3432.70694065094,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
19701,RNN,PPS_tester_run_2,307,53,1068578.5187618732,NC(=O)c1cccc(C(=O)CN2CCC(Cc3ccc(CNC(=O)c4cnc5ncnc(N)c5c4)cc3)CC2)c1,True,1,True,0,0.2751278226883684,2.64695624845557,2.7733000000000008,537.6240000000001,40.0,506.3760000000003,8.0,3.0,10.0,9.0,4.0,1.0,5.0,157.19000000000003,0.1263437515444305,0.0,C30H31N7O3,1546.9925967262616,3.0,0.0,-14.4421,-26.3025,-171.022,-94.2228,0.641037,-0.225418,-67.9203,-14.6499,-1.78111,-0.361052,-3.08007,-1.23478,-5.13461,0.0,-0.808365,1.0,1.0,0.0,307_53-1,0.9091487098134752,0.9091487098134752,1.0,False,0.8909657356172057,1705.2195200920105,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17797,RNN,PPS_tester_run_2,278,5,983770.0491359234,Nc1ccc(C2CC2C(=O)NCc2ccc(CN3CCN(C(=O)NC(N)CNC(=O)c4ccc(C(F)(F)F)cc4)CC3)cc2)nn1,True,1,True,0,0.2098867888457081,3.928530912854345,2.039500000000002,639.6830000000001,46.0,603.3949999999999,8.0,5.0,15.0,10.0,3.0,2.0,5.0,171.59999999999997,-1.8890309128543432,0.0,C31H36F3N9O3,1511.4526926526949,3.0,3.0,-14.432,-30.6146,-183.323,-100.435,0.402372,-0.507787,-69.82,-14.5902,-1.14625,-0.313739,-2.98883,-1.12414,-4.25734,0.0,-1.5902,2.0,2.0,0.0,278_5-3,0.919839130129958,0.919839130129958,1.0,False,0.9014423475273587,3836.755931377411,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18682,RNN,PPS_tester_run_2,291,58,1028638.9830906392,NC(=O)c1ccc(NC(=O)N2CCN(Cc3ccc(CNC(=O)Nc4cccc5c4NC(=O)CC(=O)NC5)cc3)CC2)cc1,True,1,True,0,0.2275003793008187,2.791578105803916,2.4153,598.6640000000001,44.0,564.3920000000003,6.0,6.0,13.0,7.0,3.0,2.0,5.0,177.99999999999997,-2.376278105803916,0.0,C31H34N8O5,1550.2332375550418,2.0,0.0,-14.4222,-22.7421,-169.45,-94.7731,0.40916,-0.659048,-72.031,-14.5255,-1.36249,-0.327777,-3.01455,-1.15717,-5.10311,0.0,-0.797169,1.0,1.0,0.0,291_58-1,0.9192145165299528,0.9192145165299528,1.0,False,0.9008302261993536,3562.4428861141205,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22649,RNN,PPS_tester_run_2,353,57,1214847.037736416,O=C(Cc1ccc(C(F)(F)F)cc1)OC1CN(CC2CCC(Cc3ccc(CNC(=O)c4cc5ncncc5[nH]4)cc3)C2)C(=O)N1,True,1,True,0,0.2107146745305747,4.180518373854882,5.002700000000004,634.6590000000002,46.0,601.3950000000002,6.0,3.0,13.0,10.0,4.0,2.0,6.0,129.31,0.8221816261451211,0.0,C33H33F3N6O4,1674.1331214537397,2.0,3.0,-14.4219,-21.9561,-165.825,-91.2637,0.436516,-0.3,-69.3076,-14.4219,-1.30537,-0.31352,-2.98675,-1.12336,-4.69935,0.0,-1.79493,0.0,0.0,0.0,353_57-3,0.9078770939170177,0.9078770939170177,1.0,False,0.8897195520386773,3521.9155247211456,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
12110,RNN,PPS_tester_run_2,189,14,630009.0544836521,CN(CC1CCN(Cc2ccc(CN3CCC(CNC(=O)Nc4ccccc4)CC3)cc2)CC1)C(=O)Cc1ccc(C(N)=O)cc1,True,1,True,0,0.2699371612708177,2.587365675940662,4.732300000000003,624.8300000000002,46.0,576.4460000000004,5.0,3.0,9.0,12.0,3.0,2.0,5.0,111.01,2.1449343240593413,0.0,C37H48N6O3,1413.7264994401955,2.0,0.0,-14.4208,-25.3886,-166.595,-91.4096,0.56267,-0.390803,-66.021,-14.4208,-1.18996,-0.313495,-2.98651,-1.12327,-6.21125,0.0,-0.0820881,2.0,2.0,0.0,189_14-1,0.9753867173496924,0.9753867173496924,1.0,False,0.9168635143087108,4223.9817943573,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21716,RNN,PPS_tester_run_2,339,20,1168718.710442543,NC(=O)c1cccc(CC(N)CC(=O)N2CCC(Cc3ccc(CNC(=O)c4nc5ccccc5[nH]4)cc3)CC2)c1,True,1,True,0,0.2382745749606369,3.053645620496119,3.333000000000002,552.6790000000001,41.0,516.3910000000003,5.0,4.0,9.0,10.0,4.0,1.0,5.0,147.20000000000002,0.2793543795038831,0.0,C32H36N6O3,1488.990338777063,4.0,0.0,-14.4198,-29.0948,-169.046,-92.9703,0.422989,-0.324452,-63.8755,-14.4275,-1.00411,-0.351703,-3.05922,-1.21275,-5.08501,0.0,-1.24316,1.0,1.0,0.0,339_20-2,0.9077448962248116,0.9077448962248116,1.0,False,0.8895899983003154,2746.3705670833588,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17673,RNN,PPS_tester_run_2,276,9,977536.9874944688,NCc1cc(C(=O)NCCN2CCC(Cc3cccc(CNC(=O)c4cc5ncccn5c4)c3)C2)cc(C(F)(F)F)c1,True,1,True,0,0.2636605616879409,3.307830421700614,4.036200000000002,578.6390000000004,42.0,545.3750000000003,6.0,3.0,11.0,10.0,4.0,1.0,5.0,104.76,0.7283695782993878,0.0,C31H33F3N6O2,1534.8146333532848,3.0,3.0,-14.4149,-23.1643,-149.697,-81.0328,0.519935,-0.31909,-57.8685,-14.4149,-1.30019,-0.343212,-3.04262,-1.19302,-5.10394,0.0,-1.84356,2.0,2.0,0.0,276_9-1,0.9187492431340304,0.9187492431340304,1.0,False,0.9003742582713499,2955.837982416153,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
18140,RNN,PPS_tester_run_2,283,28,1000413.6042485236,CC(C)NC(=O)N1CCN(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cc(C(F)(F)F)[nH]c4CN)C3)cc2)CC1,True,1,True,0,0.2989285928492595,3.4535930778449693,2.689300000000003,606.694,43.0,565.3660000000001,5.0,5.0,14.0,9.0,2.0,2.0,4.0,138.83,-0.7642930778449664,0.0,C29H41F3N8O3,1256.658005879157,2.0,3.0,-14.4139,-25.7272,-170.958,-88.5043,0.560929,-0.313594,-62.7771,-14.5652,-1.34389,-0.335208,-3.02737,-1.17437,-4.75771,0.0,-1.71301,1.0,2.0,-1.0,283_28-3,0.9186855070523974,0.9186855070523974,1.0,False,0.9003117969113494,3822.5662381649017,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
19136,RNN,PPS_tester_run_2,299,0,1051423.091710806,NC(=O)c1cccc(C(=O)N2CCC(CC3CCN(CCCNC(=O)c4cc5ccc(C(N)=O)cc5[nH]4)C3)CC2)c1,True,1,True,0,0.281798262439462,3.1536437550864305,2.750000000000001,558.6830000000001,41.0,520.3790000000004,5.0,4.0,10.0,10.0,3.0,2.0,5.0,154.62,-0.4036437550864296,0.0,C31H38N6O4,1441.3857237234815,4.0,0.0,-14.4084,-30.0035,-162.432,-91.765,0.584377,-0.413399,-61.7615,-14.4084,-1.78355,-0.351425,-3.0568,-1.21179,-4.87482,0.0,-0.832977,1.0,1.0,0.0,299_0-3,0.918334958603415,0.918334958603415,1.0,False,0.8999682594313466,2260.635802030564,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17997,RNN,PPS_tester_run_2,281,13,993359.633657217,CN1CCc2ccc(NC(=O)NCc3ccc(CN4CCN(C(=O)c5cccc(C(N)=O)c5)CC4)cc3)cc2CC1,True,1,True,0,0.4158178779714542,2.4152060437097465,3.095600000000001,554.6950000000002,41.0,516.3910000000004,5.0,3.0,9.0,7.0,3.0,2.0,5.0,111.01000000000002,-0.3196060437097454,0.0,C32H38N6O3,1398.7971558730776,2.0,0.0,-14.4075,-28.2301,-178.362,-93.9619,0.527152,-0.3,-65.7318,-14.6188,-1.69424,-0.351403,-3.0566,-1.21171,-4.86437,0.0,-1.00079,2.0,2.0,0.0,281_13-1,0.9182775961299452,0.9182775961299452,1.0,False,0.8999120442073463,3714.925326824188,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
15896,RNN,PPS_tester_run_2,248,24,888044.3402078152,NC(=O)c1ccc(C(=O)N2CCC(C(=O)NC3CCN(Cc4ccc(CNC(=O)c5ccc6c(C(N)=O)cccc6c5)cc4)C3)CC2)cc1,True,1,True,0,0.203801971832375,3.088225539598217,3.2105000000000032,660.7750000000001,49.0,620.455,6.0,4.0,11.0,10.0,4.0,2.0,6.0,167.93,0.122274460401786,0.0,C38H40N6O5,1883.405600450466,2.0,0.0,-14.4048,-22.2214,-174.767,-95.9271,0.37736,-0.431388,-73.7057,-14.4513,-1.12,-0.293976,-2.94467,-1.07575,-5.44077,0.0,-0.818029,1.0,1.0,0.0,248_24-2,0.9181055087095356,0.9181055087095356,1.0,False,0.8997433985353448,3114.1833736896515,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22301,RNN,PPS_tester_run_2,348,29,1198754.7643873692,NC(Cc1cccc(C(F)(F)F)c1)NC(=O)N1CCC(Cc2ccc(CNC(=O)c3cc4ncncc4[nH]3)cc2)CC1,True,1,True,0,0.2301859364058947,3.377761575546767,4.398300000000003,579.6270000000002,42.0,547.3710000000003,5.0,4.0,12.0,8.0,4.0,1.0,5.0,129.03,1.0205384244532365,0.0,C30H32F3N7O2,1496.9498360217708,3.0,3.0,-14.3957,-21.8523,-162.37,-87.9488,0.363995,-0.481379,-66.0966,-14.4041,-1.05706,-0.342755,-3.03856,-1.19143,-5.52943,0.0,-1.11751,1.0,1.0,0.0,348_29-2,0.9062277703285426,0.9062277703285426,1.0,False,0.8881032149219718,3632.574186325073,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
17881,RNN,PPS_tester_run_2,279,25,987607.4803757668,NC(=O)CN1CCN(c2ccc3cc(C(=O)NCc4cccc(CN5CCC(CNC(=O)c6ccc(N)nc6)CC5)c4)[nH]c3n2)CC1,True,1,True,0,0.1636044491403911,2.967067947838286,1.7194000000000031,638.7769999999999,47.0,596.4410000000001,9.0,5.0,13.0,11.0,4.0,2.0,6.0,178.60000000000002,-1.247667947838283,0.0,C34H42N10O3,1706.9015983979002,2.0,0.0,-14.3903,-30.3226,-184.989,-99.2964,0.474048,-0.345229,-68.9738,-14.3903,-1.07023,-0.306177,-2.96698,-1.10494,-5.45115,0.0,-0.549046,2.0,2.0,0.0,279_25-2,0.9171813355258546,0.9171813355258546,1.0,False,0.8438068286837862,2373.657552242279,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
22232,RNN,PPS_tester_run_2,347,24,1195268.6140902042,NC(=O)c1ccc(NC(=O)N2CCC(Cc3ccc(CNC(=O)c4cc5cc(C(N)=O)ncc5[nH]4)cc3)CC2)cc1,True,1,True,0,0.224693674369266,2.652702814344586,3.1773000000000007,553.6230000000002,41.0,522.3750000000003,5.0,5.0,11.0,8.0,4.0,1.0,5.0,176.29999999999998,0.5245971856554146,0.0,C30H31N7O4,1587.644212923043,2.0,0.0,-14.3866,-25.8412,-175.238,-92.1945,0.536775,-0.415179,-66.3533,-14.3866,-1.25811,-0.350892,-3.05216,-1.20995,-5.04576,0.0,-1.01047,0.0,0.0,0.0,347_24-1,0.9056549136623168,0.9056549136623168,1.0,False,0.7426370292030997,3485.668521642685,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
20911,RNN,PPS_tester_run_2,326,47,1119807.6206457615,O=C(NCc1ccc(C(F)(F)F)cc1)c1ccc(CN2CCC(Cc3ccc(CNC(=O)c4cc5ccncc5[nH]4)cc3)C2=O)cc1,True,1,True,0,0.1734759284323496,3.236377051940148,6.032900000000005,639.6780000000003,47.0,607.4220000000001,4.0,3.0,11.0,10.0,5.0,1.0,6.0,107.19,2.796522948059857,0.0,C36H32F3N5O3,1851.887682449716,2.0,3.0,-14.3785,-22.4892,-177.382,-92.2932,0.42267,-0.435598,-69.804,-14.6305,-1.07863,-0.305925,-2.96454,-1.10403,-4.98377,0.0,-1.69156,1.0,1.0,0.0,326_47-2,0.9051450082780936,0.9051450082780936,1.0,False,0.8870421081125317,3908.782447814941,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
16703,RNN,PPS_tester_run_2,260,63,924703.0195758344,NC(=O)c1ccc(OCc2ccc(CN3CCC(CNC(=O)c4cc5cccc(N6CCC(N)C6)n5n4)CC3)cc2)cc1,True,1,True,0,0.2621792449282368,3.2829576470757384,3.191600000000002,581.7210000000001,43.0,542.4090000000003,8.0,3.0,10.0,10.0,4.0,2.0,6.0,131.21999999999997,-0.0913576470757364,0.0,C33H39N7O3,1559.926609570622,3.0,0.0,-14.377,-26.5833,-167.261,-90.7319,0.511081,-0.354536,-64.1486,-14.3826,-1.63855,-0.33435,-3.01963,-1.17136,-5.33702,0.0,-0.368637,2.0,2.0,0.0,260_63-2,0.9163336456401334,0.9163336456401334,1.0,False,0.8980069727273308,2925.6393206119537,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
16159,RNN,PPS_tester_run_2,252,31,901291.834887743,NC(=O)c1cccc(C(=O)NCc2ccc(CN3CCC(CNC(=O)c4cc5cccc(C(N)=O)c5[nH]4)C3)cc2)c1,True,1,True,0,0.2038163395729104,2.9976106189917573,2.5476,552.6350000000003,41.0,520.3790000000004,5.0,5.0,10.0,10.0,4.0,1.0,5.0,163.41,-0.4500106189917572,0.0,C31H32N6O4,1610.662554619382,2.0,0.0,-14.3718,-25.4814,-180.118,-98.2679,0.604416,-0.228412,-72.7865,-14.3812,-1.41139,-0.350532,-3.04903,-1.20871,-5.11618,0.0,-0.768102,1.0,1.0,0.0,252_31-4,0.9160022180156407,0.9160022180156407,1.0,False,0.7877619074934511,3406.744534254074,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
21455,RNN,PPS_tester_run_2,335,15,1154386.1268000605,N#Cc1cccc(NC(=O)C(N)CC2CCN(Cc3ccc(CNC(=O)c4cc5ccccn5c4)cc3)C2)c1,True,1,True,0,0.3094375538248863,3.422621054493989,3.918980000000002,520.6370000000003,39.0,488.3810000000004,6.0,3.0,8.0,9.0,4.0,1.0,5.0,115.66,0.4963589455060129,0.0,C31H32N6O2,1470.5500589062838,3.0,0.0,-14.3665,-27.704,-163.82,-89.6374,0.527016,-0.3,-61.9335,-14.6053,-1.30048,-0.368373,-3.08059,-1.24923,-5.30326,0.0,-1.13193,2.0,2.0,0.0,335_15-7,0.9043895928940592,0.9043895928940592,1.0,False,0.8863018010361781,3553.751925468445,ScaffoldSimilarityECFP,,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,/home/andy/Project/MolScore_related/SMILES-RNN-main/priors/ChEMBL28pur.ckpt,64,AHC,60
