population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PR_best_variant
PR,12764,O=C(CCNC(=O)CNCc1ccc2[nH]ccc2c1)CCN1CCC(c2ccc(O)cc2)C1,O=C(CCNC(=O)CNCc1ccc2[nH]ccc2c1)CCN1CCC(c2ccc(O)cc2)C1,0,-9.0226,199,28,PR_run,SMILES-RNN,199_28-4
PR,12765,O=C(NCC1CNC(c2ccc(O)cc2)C1O)N1CCCC(c2ccc(O)cc2)C1,O=C(NCC1CNC(c2ccc(O)cc2)C1O)N1CCCC(c2ccc(O)cc2)C1,0,-7.64203,199,29,PR_run,SMILES-RNN,199_29-5
PR,12766,O=C(Cc1cc2ccccc2[nH]1)NC(=O)C1CCC(O)C1NCc1ccc2ccccc2c1,O=C(Cc1cc2ccccc2[nH]1)NC(=O)C1CCC(O)C1NCc1ccc2ccccc2c1,0,-8.23516,199,30,PR_run,SMILES-RNN,199_30-4
PR,12767,OC1CN(CC=CCc2ccc3c(c2)OCO3)C1CCCNCCc1ccc2c(c1)OCO2,OC1CN(CC=CCc2ccc3c(c2)OCO3)C1CCCNCCc1ccc2c(c1)OCO2,0,-8.86108,199,31,PR_run,SMILES-RNN,199_31-2
PR,12768,Oc1cccc(C2C(O)CC3CCN(CCCNCCc4c[nH]c5ccc(O)cc45)C3C2O)c1,Oc1cccc(C2C(O)CC3CCN(CCCNCCc4c[nH]c5ccc(O)cc45)C3C2O)c1,0,-8.53456,199,32,PR_run,SMILES-RNN,199_32-3
PR,12769,Oc1ccc(C2CCNC(NCC=Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCNC(NCC=Cc3ccc4c(c3)OCO4)C2O)cc1,0,-9.36977,199,33,PR_run,SMILES-RNN,199_33-2
PR,12770,Oc1ccc(C2CCC(NCCCCc3ccc4cccc(O)c4c3)C2O)cc1,Oc1ccc(C2CCC(NCCCCc3ccc4cccc(O)c4c3)C2O)cc1,0,-9.09904,199,34,PR_run,SMILES-RNN,199_34-1
PR,12771,O=C(NCCNC1CCCc2cc(O)ccc2C1O)NCc1ccc2c(c1)OCO2,O=C(NCCNC1CCCc2cc(O)ccc2C1O)NCc1ccc2c(c1)OCO2,0,-7.97634,199,35,PR_run,SMILES-RNN,199_35-1
PR,12772,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2cc(O)ccc12,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2cc(O)ccc12,0,-9.81751,199,36,PR_run,SMILES-RNN,199_36-2
PR,12773,OCC1OC(C=Cc2ccc(O)cc2)C(O)C1NCC=Cc1ccc2c(c1)OCO2,OCC1OC(C=Cc2ccc(O)cc2)C(O)C1NCC=Cc1ccc2c(c1)OCO2,0,-8.33363,199,37,PR_run,SMILES-RNN,199_37-8
PR,12774,Oc1cccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)c1,Oc1cccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)c1,0,-9.54164,199,38,PR_run,SMILES-RNN,199_38-7
PR,12775,O=C(CNCCCCN1CCC(O)C(c2ccc(O)cc2)C1)N1CCc2c(O)cccc2C1,O=C(CNCCCCN1CCC(O)C(c2ccc(O)cc2)C1)N1CCc2c(O)cccc2C1,0,-9.52824,199,39,PR_run,SMILES-RNN,199_39-5
PR,12776,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1cccc2ccccc12,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1cccc2ccccc12,0,-9.93027,199,40,PR_run,SMILES-RNN,195_35-7
PR,12778,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCCO2,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCCO2,0,-9.9946,199,42,PR_run,SMILES-RNN,190_59-7
PR,12779,O=C(Cc1ccc2c(c1)OCCO2)NCCCN1CCC(c2ccc(O)cc2)C1,O=C(Cc1ccc2c(c1)OCCO2)NCCCN1CCC(c2ccc(O)cc2)C1,0,-8.20532,199,43,PR_run,SMILES-RNN,185_24-2
PR,12780,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,0,-8.93529,199,44,PR_run,SMILES-RNN,199_44-3
PR,12781,O=C(NCC(O)CNC1CCC(c2ccc(O)cc2)C1O)N1CCCCC1,O=C(NCC(O)CNC1CCC(c2ccc(O)cc2)C1O)N1CCCCC1,0,-9.00507,199,45,PR_run,SMILES-RNN,195_27-5
PR,12782,CC1CC(c2ccc(O)cc2)C(O)C1CCNCc1c[nH]c2ccc(O)cc12,CC1CC(c2ccc(O)cc2)C(O)C1CCNCc1c[nH]c2ccc(O)cc12,0,-8.97974,199,46,PR_run,SMILES-RNN,199_46-1
PR,12783,O=C(CNCCNC1CCC(n2ccc(O)cc2=O)C1O)Nc1ccc2c(c1)OCO2,O=C(CNCCNC1CCC(n2ccc(O)cc2=O)C1O)Nc1ccc2c(c1)OCO2,0,-9.97119,199,47,PR_run,SMILES-RNN,199_47-3
PR,12784,O=C(NCCCCN1CNC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,O=C(NCCCCN1CNC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,0,-8.6509,199,48,PR_run,SMILES-RNN,199_48-3
PR,12785,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccc(O)cc2)C(O)C1,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccc(O)cc2)C(O)C1,0,-7.80915,199,49,PR_run,SMILES-RNN,199_49-5
PR,12786,O=C(CNCC(=O)N1CCc2ccccc2C1)NCCN1CCC(c2ccc(O)cc2)C1,O=C(CNCC(=O)N1CCc2ccccc2C1)NCCN1CCC(c2ccc(O)cc2)C1,0,-9.25108,199,50,PR_run,SMILES-RNN,199_50-5
PR,12787,O=C(CNCCc1c[nH]c2cc(O)ccc12)NCCNC1c2c(O)cccc2CC1O,O=C(CNCCc1c[nH]c2cc(O)ccc12)NCCNC1c2c(O)cccc2CC1O,0,-10.1079,199,51,PR_run,SMILES-RNN,199_51-1
PR,12788,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCCc2ccc(O)cc21,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCCc2ccc(O)cc21,0,-8.76771,199,52,PR_run,SMILES-RNN,199_52-2
PR,12789,O=C(CNC1NNC(Cc2ccc(O)cc2)C1O)NCc1c[nH]c2cc(O)ccc12,O=C(CNC1NNC(Cc2ccc(O)cc2)C1O)NCc1c[nH]c2cc(O)ccc12,0,-9.31492,199,53,PR_run,SMILES-RNN,199_53-2
PR,12790,O=C(CNCCCCN1CCCc2ccc(O)cc2C1)NCc1ccc2c(c1)OCO2,O=C(CNCCCCN1CCCc2ccc(O)cc2C1)NCc1ccc2c(c1)OCO2,0,-8.56733,199,54,PR_run,SMILES-RNN,199_54-2
PR,12791,Oc1ccc(C2CCC(NCC=CC=Cc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCC(NCC=CC=Cc3ccc4c(c3)OCO4)C2O)cc1,0,-8.72548,199,55,PR_run,SMILES-RNN,183_43-5
PR,12792,Oc1ccc(C2CNCC(NCC=CC=CCc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CNCC(NCC=CC=CCc3ccc4c(c3)OCO4)C2O)cc1,0,-9.9809,199,56,PR_run,SMILES-RNN,199_56-11
PR,12793,Oc1ccc(C2CCc3ccc(CN4CC(O)C4)n32)cc1,Oc1ccc(C2CCc3ccc(CN4CC(O)C4)n32)cc1,0,-7.98311,199,57,PR_run,SMILES-RNN,199_57-2
PR,12794,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCc2ccc(O)cc2C1,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)N1CCc2ccc(O)cc2C1,0,-9.67993,199,58,PR_run,SMILES-RNN,199_58-1
PR,12795,Oc1ccc(C2CC(NCC=Cc3ccc4ccccc4c3)C2O)cc1,Oc1ccc(C2CC(NCC=Cc3ccc4ccccc4c3)C2O)cc1,0,-8.35008,199,59,PR_run,SMILES-RNN,186_41-4
PR,12796,O=C(CNC1CCNC(c2ccc(O)cc2)C1O)NCc1cc2cc(O)ccc2o1,O=C(CNC1CCNC(c2ccc(O)cc2)C1O)NCc1cc2cc(O)ccc2o1,0,-9.82495,199,60,PR_run,SMILES-RNN,199_60-8
PR,12797,O=C(NCCCN1CC(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCCO2,O=C(NCCCN1CC(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCCO2,0,-8.36452,199,61,PR_run,SMILES-RNN,199_61-1
PR,12798,Oc1ccc(CNC2CCCN(CCCCNCCNCc3c[nH]c4cc(O)ccc34)C2)cc1,Oc1ccc(CNC2CCCN(CCCCNCCNCc3c[nH]c4cc(O)ccc34)C2)cc1,0,-9.06448,199,62,PR_run,SMILES-RNN,199_62-1
PR,12799,NC1c2ccccc2CCN1C(=O)NCCCCN1CCC(c2ccc(O)cc2)C1,NC1c2ccccc2CCN1C(=O)NCCCCN1CCC(c2ccc(O)cc2)C1,0,-8.7652,199,63,PR_run,SMILES-RNN,199_63-4
PR,12800,Oc1ccc(C2NCCC(NCCNCc3c[nH]c4cc(O)ccc34)C2O)cc1,Oc1ccc(C2NCCC(NCCNCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,-9.84066,200,0,PR_run,SMILES-RNN,200_0-1
PR,12801,NC1CCCc2cccc(NC(=O)NCCNC3CCC(c4ccc(O)cc4)C3O)c21,NC1CCCc2cccc(NC(=O)NCCNC3CCC(c4ccc(O)cc4)C3O)c21,0,-8.23849,200,1,PR_run,SMILES-RNN,200_1-6
PR,12802,O=C(CCCN1CCC(c2ccc(O)cc2)C1)NCCCc1ccc2c(c1)OCO2,O=C(CCCN1CCC(c2ccc(O)cc2)C1)NCCCc1ccc2c(c1)OCO2,0,-7.63428,200,2,PR_run,SMILES-RNN,200_2-3
PR,12803,O=C(CNCCCN1CCCC(c2ccc(O)cc2)C1)N1CCc2ccccc21,O=C(CNCCCN1CCCC(c2ccc(O)cc2)C1)N1CCc2ccccc21,0,-9.33813,200,3,PR_run,SMILES-RNN,200_3-3
PR,12804,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,0,-9.20001,200,4,PR_run,SMILES-RNN,200_4-5
PR,12805,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCO2,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1ccc2c(c1)OCO2,0,-9.34649,200,5,PR_run,SMILES-RNN,198_7-8
PR,12806,O=C(CNC(=O)CNc1cccc2ccccc12)NCCCC1NC(c2ccc(O)cc2)C1O,O=C(CNC(=O)CNc1cccc2ccccc12)NCCCC1NC(c2ccc(O)cc2)C1O,0,-9.24572,200,6,PR_run,SMILES-RNN,200_6-3
PR,12807,O=C(NNCCC(=O)N1CCc2cccc(O)c2C1)C(O)Cc1ccccc1,O=C(NNCCC(=O)N1CCc2cccc(O)c2C1)C(O)Cc1ccccc1,0,-6.89942,200,7,PR_run,SMILES-RNN,200_7-1
PR,12808,CNCC(O)CN1CCc2ccc(O)cc2C1COc1cccc(C2CC(O)C2O)c1,CNCC(O)CN1CCc2ccc(O)cc2C1COc1cccc(C2CC(O)C2O)c1,0,-7.68731,200,8,PR_run,SMILES-RNN,200_8-2
PR,12809,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1coc2ccccc12,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1coc2ccccc12,0,-9.35578,200,9,PR_run,SMILES-RNN,200_9-7
PR,12810,O=C(CNC1CCCC(c2cccc(O)c2)C1O)NCc1c[nH]c2cc(O)ccc12,O=C(CNC1CCCC(c2cccc(O)c2)C1O)NCc1c[nH]c2cc(O)ccc12,0,-8.80883,200,10,PR_run,SMILES-RNN,200_10-8
PR,12811,CNC(CN1CC2C(O)C(c3ccc(O)cc3)C(O)C21)C(=O)CCCc1cc2cc(O)ccc2[nH]1,CNC(CN1CC2C(O)C(c3ccc(O)cc3)C(O)C21)C(=O)CCCc1cc2cc(O)ccc2[nH]1,0,-7.84455,200,11,PR_run,SMILES-RNN,200_11-1
PR,12812,O=C(NCCCCN1CCNC(c2ccc(O)cc2)C1)N1Cc2cc(O)ccc2C1O,O=C(NCCCCN1CCNC(c2ccc(O)cc2)C1)N1Cc2cc(O)ccc2C1O,0,-7.72234,200,12,PR_run,SMILES-RNN,200_12-3
PR,12813,O=C(CNCCNC1CCNCC(c2ccc(O)cc2)C1)N1CCc2ccc(O)cc2C1,O=C(CNCCNC1CCNCC(c2ccc(O)cc2)C1)N1CCc2ccc(O)cc2C1,0,-9.79209,200,13,PR_run,SMILES-RNN,200_13-8
PR,12814,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccccc2)C1,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccccc2)C1,0,-9.2282,200,14,PR_run,SMILES-RNN,200_14-5
PR,12815,O=C(CNC1CCC(c2ccc(O)cn2)C1O)NCc1cccc2ccccc12,O=C(CNC1CCC(c2ccc(O)cn2)C1O)NCc1cccc2ccccc12,0,-8.98525,200,15,PR_run,SMILES-RNN,200_15-3
PR,12816,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,0,-9.75621,200,16,PR_run,SMILES-RNN,191_41-1
PR,12817,O=C(CNCC1CCCCC1O)N1CCCC(c2ccncc2)C1,O=C(CNCC1CCCCC1O)N1CCCC(c2ccncc2)C1,0,-7.73244,200,17,PR_run,SMILES-RNN,200_17-2
PR,12818,O=C(CNCCN1CCC(c2ccc(O)cc2)C1)NCc1c[nH]c2ccccc12,O=C(CNCCN1CCC(c2ccc(O)cc2)C1)NCc1c[nH]c2ccccc12,0,-8.94885,200,18,PR_run,SMILES-RNN,200_18-4
PR,12819,Oc1ccc(C2CCC(NCC=CCCc3ccc4c(c3)OCO4)C2O)cc1,Oc1ccc(C2CCC(NCC=CCCc3ccc4c(c3)OCO4)C2O)cc1,0,-10.41,200,19,PR_run,SMILES-RNN,189_45-5
PR,12820,NNC(=O)CNN1CCCC(c2ccc(O)cc2)C1,NNC(=O)CNN1CCCC(c2ccc(O)cc2)C1,0,-5.95636,200,20,PR_run,SMILES-RNN,200_20-2
PR,12821,CN(Cc1ccc2c(c1)OCO2)C(=O)CNCC(O)CNC1CCC(c2ccc(O)cc2)C1O,CN(Cc1ccc2c(c1)OCO2)C(=O)CNCC(O)CNC1CCC(c2ccc(O)cc2)C1O,0,-10.0635,200,21,PR_run,SMILES-RNN,200_21-6
PR,12822,O=C(NCNCC1CCC(c2ccc(O)cc2)C1O)c1cccc2ccccc12,O=C(NCNCC1CCC(c2ccc(O)cc2)C1O)c1cccc2ccccc12,0,-9.84905,200,22,PR_run,SMILES-RNN,200_22-2
PR,12823,NC1C(NC2CCN(CCCc3ccc4c(c3)OCO4)C2)CNC(c2ccc(O)cc2)C1O,NC1C(NC2CCN(CCCc3ccc4c(c3)OCO4)C2)CNC(c2ccc(O)cc2)C1O,0,-7.98053,200,23,PR_run,SMILES-RNN,200_23-8
PR,12824,O=C(CNC1COCC(c2cccc(O)c2)C1O)NCc1ccc2cc[nH]c2c1,O=C(CNC1COCC(c2cccc(O)c2)C1O)NCc1ccc2cc[nH]c2c1,0,-8.55432,200,24,PR_run,SMILES-RNN,200_24-3
PR,12825,O=C(CNCCNC1C(O)C1c1ccc(O)cc1)Nc1ccc2[nH]ccc2c1,O=C(CNCCNC1C(O)C1c1ccc(O)cc1)Nc1ccc2[nH]ccc2c1,0,-10.5862,200,25,PR_run,SMILES-RNN,200_25-7
PR,12826,Oc1ccc(C2CCNC(NCC=CCc3ccc4c(c3)OCCO4)C2O)cc1,Oc1ccc(C2CCNC(NCC=CCc3ccc4c(c3)OCCO4)C2O)cc1,0,-9.67546,200,26,PR_run,SMILES-RNN,200_26-6
PR,12827,Oc1ccc(C2CCC(NCC=CCNCCc3c[nH]c4ccccc34)C2O)cc1,Oc1ccc(C2CCC(NCC=CCNCCc3c[nH]c4ccccc34)C2O)cc1,0,-9.41755,200,27,PR_run,SMILES-RNN,200_27-1
PR,12828,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1ccc2ccccc2c1,0,-9.75621,200,28,PR_run,SMILES-RNN,191_41-1
PR,12829,O=C(NCCNC1CC(c2ccc(O)cc2)C1O)NCc1ccc2cc[nH]c2c1,O=C(NCCNC1CC(c2ccc(O)cc2)C1O)NCc1ccc2cc[nH]c2c1,0,-8.4946,200,29,PR_run,SMILES-RNN,200_29-6
PR,12830,O=C(CCNCC(O)CN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccc(O)cc2)C1,O=C(CCNCC(O)CN1CCC(c2ccc(O)cc2)C1)N1CCC(c2ccc(O)cc2)C1,0,-8.23354,200,30,PR_run,SMILES-RNN,200_30-10
PR,12831,Oc1ccc(C2C(O)CC(c3ccccc3)C(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,Oc1ccc(C2C(O)CC(c3ccccc3)C(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,-7.82699,200,31,PR_run,SMILES-RNN,200_31-6
PR,12832,Oc1ccc(C2NCC(CC(O)CNCc3c[nH]c4ccc(O)cc34)C2O)cc1,Oc1ccc(C2NCC(CC(O)CNCc3c[nH]c4ccc(O)cc34)C2O)cc1,0,-8.88671,200,32,PR_run,SMILES-RNN,200_32-7
PR,12833,O=C(NCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2ccccc2c1,O=C(NCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2ccccc2c1,0,-9.29542,200,33,PR_run,SMILES-RNN,200_33-2
PR,12834,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,O=C(NCCCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,0,-8.14951,200,34,PR_run,SMILES-RNN,200_34-2
PR,12835,Oc1ccc(C2CCC(NCC=CCNCc3c[nH]c4c(O)cccc34)C2O)cc1,Oc1ccc(C2CCC(NCC=CCNCc3c[nH]c4c(O)cccc34)C2O)cc1,0,-8.98459,200,35,PR_run,SMILES-RNN,200_35-5
PR,12836,Oc1ccc(C2NCC(NCc3coc4cc(O)ccc34)C2O)cc1,Oc1ccc(C2NCC(NCc3coc4cc(O)ccc34)C2O)cc1,0,-8.66994,200,36,PR_run,SMILES-RNN,200_36-3
PR,12837,O=C(NCCNC1CCCCC(c2ccc(O)cc2)C1O)NCc1cccc2cc(O)ccc12,O=C(NCCNC1CCCCC(c2ccc(O)cc2)C1O)NCc1cccc2cc(O)ccc12,0,-7.89938,200,37,PR_run,SMILES-RNN,200_37-5
PR,12838,Oc1ccc(C2C(O)C2NCC=CCc2ccc3cc(O)ccc3c2)cc1,Oc1ccc(C2C(O)C2NCC=CCc2ccc3cc(O)ccc3c2)cc1,0,-8.91179,200,38,PR_run,SMILES-RNN,200_38-4
PR,12839,O=C(NCCC1CNC(c2ccc(O)cc2)C1O)N1CCc2cc(O)ccc2C1,O=C(NCCC1CNC(c2ccc(O)cc2)C1O)N1CCc2cc(O)ccc2C1,0,-8.09601,200,39,PR_run,SMILES-RNN,200_39-8
PR,12840,O=C(NCCCN1CCC(c2ccc(O)cc2)C1)Nc1c[nH]c2cc(O)ccc12,O=C(NCCCN1CCC(c2ccc(O)cc2)C1)Nc1c[nH]c2cc(O)ccc12,0,-10.6896,200,40,PR_run,SMILES-RNN,200_40-1
PR,12841,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)NCc1cccc2[nH]ccc12,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)NCc1cccc2[nH]ccc12,0,-8.85545,200,41,PR_run,SMILES-RNN,200_41-7
PR,12842,O=C(NCCNC1CCCCC(c2cccc(O)c2)C1O)Nc1ccc2cc[nH]c2c1,O=C(NCCNC1CCCCC(c2cccc(O)c2)C1O)Nc1ccc2cc[nH]c2c1,0,-8.34168,200,42,PR_run,SMILES-RNN,200_42-8
PR,12844,Oc1ccc(C2CCCC(NCC=CCCc3c[nH]c4cc(O)ccc34)C2O)cc1,Oc1ccc(C2CCCC(NCC=CCCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,-8.62168,200,44,PR_run,SMILES-RNN,200_44-1
PR,12845,O=C(NCCNC1CNC(c2ccc(O)cc2)C1O)Nc1c(C=NO)ccc2ccccc12,O=C(NCCNC1CNC(c2ccc(O)cc2)C1O)Nc1c(C=NO)ccc2ccccc12,0,-8.2569,200,45,PR_run,SMILES-RNN,200_45-1
PR,12846,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,0,-9.20001,200,46,PR_run,SMILES-RNN,200_4-5
PR,12847,O=C(NCCCCCN1CCNCC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,O=C(NCCCCCN1CCNCC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,0,-7.35316,200,47,PR_run,SMILES-RNN,200_47-4
PR,12848,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCCO2,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCCO2,0,-10.1188,200,48,PR_run,SMILES-RNN,198_55-4
PR,12849,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)N1CCCc2ccccc2C1,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)N1CCCc2ccccc2C1,0,-9.99251,200,49,PR_run,SMILES-RNN,200_49-4
PR,12850,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2cccnc12,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2cccnc12,0,-8.44479,200,50,PR_run,SMILES-RNN,200_50-8
PR,12851,O=C(NCc1c[nH]c2ccccc12)NCC(O)CNC1CCC(c2cc(O)ccn2)C1O,O=C(NCc1c[nH]c2ccccc12)NCC(O)CNC1CCC(c2cc(O)ccn2)C1O,0,-8.63457,200,51,PR_run,SMILES-RNN,200_51-3
PR,12852,Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,-9.42829,200,52,PR_run,SMILES-RNN,200_52-7
PR,12853,Oc1ccc2c(c1)CC(NCC=Cc1ccc3[nH]ccc3c1)C2O,Oc1ccc2c(c1)CC(NCC=Cc1ccc3[nH]ccc3c1)C2O,0,-7.76557,200,53,PR_run,SMILES-RNN,200_53-2
PR,12854,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NN1CCc2cc(O)ccc2C1,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NN1CCc2cc(O)ccc2C1,0,-10.3421,200,54,PR_run,SMILES-RNN,200_54-3
PR,12855,Oc1ccc(C2CC(NCCCc3c[nH]c4c(O)cccc34)C2O)cc1,Oc1ccc(C2CC(NCCCc3c[nH]c4c(O)cccc34)C2O)cc1,0,-8.6368,200,55,PR_run,SMILES-RNN,200_55-7
PR,12857,O=C(CNC1NCC(c2ccc(O)cc2)C1O)OCc1ccc2c(c1)OCCO2,O=C(CNC1NCC(c2ccc(O)cc2)C1O)OCc1ccc2c(c1)OCCO2,0,-9.82248,200,57,PR_run,SMILES-RNN,200_57-3
PR,12858,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2ccccc12,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2ccccc12,0,-10.0818,200,58,PR_run,SMILES-RNN,200_58-5
PR,12859,Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,-9.42829,200,59,PR_run,SMILES-RNN,200_52-7
PR,12860,O=C(CCCc1oc2ccc(O)cc2c1CCNC1CCC(c2ccc(O)cc2)C1)NC1CCOC1,O=C(CCCc1oc2ccc(O)cc2c1CCNC1CCC(c2ccc(O)cc2)C1)NC1CCOC1,0,-9.53153,200,60,PR_run,SMILES-RNN,200_60-2
PR,12861,Oc1ccc(C2CCCN(CCCCN3CC(O)C3)C2)cc1,Oc1ccc(C2CCCN(CCCCN3CC(O)C3)C2)cc1,0,-8.01167,200,61,PR_run,SMILES-RNN,200_61-7
PR,12862,Oc1ccc(C2CNCC(NCC=CCc3c[nH]c4ccccc34)C2O)cc1,Oc1ccc(C2CNCC(NCC=CCc3c[nH]c4ccccc34)C2O)cc1,0,-8.70636,200,62,PR_run,SMILES-RNN,200_62-13
PR,12863,O=C1NCC(NCC=CCNCCc2cccc3ccc(O)cc23)N1c1ccccc1,O=C1NCC(NCC=CCNCCc2cccc3ccc(O)cc23)N1c1ccccc1,0,-8.10792,200,63,PR_run,SMILES-RNN,200_63-3
PR,12864,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2cc(O)ccc12,O=C(CNC1CCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2cc(O)ccc12,0,-9.01935,201,0,PR_run,SMILES-RNN,201_0-8
PR,12865,O=C(CNCCN1CCC(c2ccc(O)cc2)C1)NCCc1c[nH]c2ccccc12,O=C(CNCCN1CCC(c2ccc(O)cc2)C1)NCCc1c[nH]c2ccccc12,0,-10.065,201,1,PR_run,SMILES-RNN,201_1-2
PR,12866,O=C(CCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCO2,O=C(CCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCO2,0,-8.78745,201,2,PR_run,SMILES-RNN,201_2-3
PR,12867,O=C(NCCCN1CCCCC(c2ccc(O)cc2)C1)N1Cc2ccncc2C1,O=C(NCCCN1CCCCC(c2ccc(O)cc2)C1)N1Cc2ccncc2C1,0,-7.7271,201,3,PR_run,SMILES-RNN,201_3-4
PR,12868,O=C(CNC1CC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,O=C(CNC1CC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,0,-8.5103,201,4,PR_run,SMILES-RNN,201_4-15
PR,12869,O=C(CNC1CCC(c2ccccc2)C1O)NCc1cccc2ccccc12,O=C(CNC1CCC(c2ccccc2)C1O)NCc1cccc2ccccc12,0,-8.87909,201,5,PR_run,SMILES-RNN,201_5-7
PR,12870,NCCC(NCC1CNCCN1)c1ccc(O)cc1,NCCC(NCC1CNCCN1)c1ccc(O)cc1,0,-8.32572,201,6,PR_run,SMILES-RNN,201_6-3
PR,12871,O=C(C=CCNC1CCC(c2ccc(O)cc2)C1O)c1cccc2ncccc12,O=C(C=CCNC1CCC(c2ccc(O)cc2)C1O)c1cccc2ncccc12,0,-9.32341,201,7,PR_run,SMILES-RNN,201_7-5
