canonical_isomeric_smiles,canonical_formal_charge,PR_occurrence_count,PR_raw_smiles_count,PR_best_score,PR_median_score,PR_mean_score,PR_score_std,PR_worst_score,PR_score_range,PR_best_source_row,PR_best_raw_smiles,PR_first_step,PR_last_step,PR_best_step,PR_best_batch_idx,PR_best_variant_id
O=C(CCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)CC(O)C2,0,2,1,-9.66581,-9.66581,-9.66581,0.0,-9.66581,0.0,16816,O=C(CCCNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)CC(O)C2,262,279,262,48,262_48-6
NC(=O)c1ccc(C2NCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,0,2,1,-9.6641,-9.6641,-9.6641,0.0,-9.6641,0.0,16648,NC(=O)c1ccc(C2NCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,260,276,260,8,260_8-7
Oc1ccc(C2CCC(NCC(O)c3cccc4cc(O)ccc34)C2O)cc1,0,2,1,-9.65967,-9.65967,-9.65967,0.0,-9.65967,0.0,11866,Oc1ccc(C2CCC(NCC(O)c3cccc4cc(O)ccc34)C2O)cc1,185,191,185,26,185_26-3
O=C(NCCCCN1CCCC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,0,3,1,-9.65939,-9.65939,-9.65939,0.0,-9.65939,0.0,13080,O=C(NCCCCN1CCCC(c2ccc(O)cc2)C1)Nc1c[nH]c2ccccc12,204,207,204,24,204_24-3
O=C(CNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCCO2,0,6,1,-9.65656,-9.65656,-9.65656,0.0,-9.65656,0.0,12932,O=C(CNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCCO2,202,231,202,4,202_4-7
Oc1ccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)cc1,0,2,1,-9.65467,-9.65467,-9.65467,0.0,-9.65467,0.0,13151,Oc1ccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)cc1,205,206,205,31,205_31-3
O=C(CNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,3,1,-9.6525,-9.6525,-9.6525,0.0,-9.6525,0.0,14374,O=C(CNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,224,224,224,38,224_38-7
Oc1ccc(C2CCC(NCC(O)CCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.64565,-9.64565,-9.64565,0.0,-9.64565,0.0,18475,Oc1ccc(C2CCC(NCC(O)CCc3ccc4c(c3)OCO4)C2O)cc1,288,288,288,43,288_43-1
Oc1ccc(C2NCC(CNCCNc3ccc4c(c3)OCO4)C2O)cc1,0,3,1,-9.63961,-9.63961,-9.63961,0.0,-9.63961,0.0,14310,Oc1ccc(C2NCC(CNCCNc3ccc4c(c3)OCO4)C2O)cc1,223,227,223,38,223_38-2
Oc1ccc(C2CC(NCC(O)CNCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.63465,-9.63465,-9.63465,0.0,-9.63465,0.0,12458,Oc1ccc(C2CC(NCC(O)CNCc3ccc4c(c3)OCO4)C2O)cc1,194,195,194,42,194_42-2
NC(=O)c1ccc(NC(=O)CCCNC2CNC(c3cccc(O)c3)C2O)cc1,0,2,1,-9.63161,-9.63161,-9.63161,0.0,-9.63161,0.0,17949,NC(=O)c1ccc(NC(=O)CCCNC2CNC(c3cccc(O)c3)C2O)cc1,280,290,280,29,280_29-12
Oc1ccc(C2NCC(CNCCNCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.63007,-9.63007,-9.63007,0.0,-9.63007,0.0,14627,Oc1ccc(C2NCC(CNCCNCc3ccc4c(c3)OCO4)C2O)cc1,228,242,228,35,228_35-1
Oc1ccc(C2NCC(NCC=CCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.62849,-9.62849,-9.62849,0.0,-9.62849,0.0,12578,Oc1ccc(C2NCC(NCC=CCc3ccc4ccccc4c3)C2O)cc1,196,213,196,34,196_34-5
Oc1ccc(CCNCCCC2CNC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.62476,-9.62476,-9.62476,0.0,-9.62476,0.0,16012,Oc1ccc(CCNCCCC2CNC(c3ccc(O)cc3)C2O)cc1,250,251,250,12,250_12-6
NC(=O)c1ccc(C2CCNC(NCc3ccc4ccccc4c3)C2O)cc1,0,3,1,-9.62203,-9.62203,-9.62203,0.0,-9.62203,0.0,17263,NC(=O)c1ccc(C2CCNC(NCc3ccc4ccccc4c3)C2O)cc1,269,276,269,47,269_47-1
Oc1ccc(C2CCNC(NCCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.61699,-9.61699,-9.61699,0.0,-9.61699,0.0,15877,Oc1ccc(C2CCNC(NCCc3ccc4ccccc4c3)C2O)cc1,248,259,248,5,248_5-9
Oc1ccc(C=CCNCC2CNC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.61236,-9.61236,-9.61236,0.0,-9.61236,0.0,14803,Oc1ccc(C=CCNCC2CNC(c3ccc(O)cc3)C2O)cc1,231,245,231,19,231_19-6
Oc1ccc(C2CNCC(CCNCCNc3ccc4c(c3)CC(O)C4)C2O)cc1,0,2,1,-9.61048,-9.61048,-9.61048,0.0,-9.61048,0.0,14692,Oc1ccc(C2CNCC(CCNCCNc3ccc4c(c3)CC(O)C4)C2O)cc1,229,237,229,36,229_36-5
Oc1ccc(C2CCNC(CCNCCc3ccccc3)C2O)cc1,0,2,1,-9.6077,-9.6077,-9.6077,0.0,-9.6077,0.0,15703,Oc1ccc(C2CCNC(CCNCCc3ccccc3)C2O)cc1,245,245,245,23,245_23-1
Oc1ccc(CCC2C(Cc3ccc(O)cc3)NCC2c2ccc(O)cc2)cc1,0,2,1,-9.6027,-9.6027,-9.6027,0.0,-9.6027,0.0,6796,Oc1ccc(CCC2C(Cc3ccc(O)cc3)NCC2c2ccc(O)cc2)cc1,106,124,106,12,106_12-1
Oc1ccc(C2NCCC(CNCCNCCc3ccccc3)C2O)cc1,0,2,1,-9.60152,-9.60152,-9.60152,0.0,-9.60152,0.0,14769,Oc1ccc(C2NCCC(CNCCNCCc3ccccc3)C2O)cc1,230,233,230,49,230_49-9
O=C(CCNC1CC(c2ccc(O)cc2)C1O)N1CC(O)Cc2ccccc21,0,3,1,-9.59841,-9.59841,-9.59841,0.0,-9.59841,0.0,18478,O=C(CCNC1CC(c2ccc(O)cc2)C1O)N1CC(O)Cc2ccccc21,288,291,288,46,288_46-4
Oc1ccc(C=CCNC2CNCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.58855,-9.58855,-9.58855,0.0,-9.58855,0.0,14976,Oc1ccc(C=CCNC2CNCC(c3ccc(O)cc3)C2O)cc1,234,239,234,0,234_0-5
O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,2,1,-9.58728,-9.58728,-9.58728,0.0,-9.58728,0.0,14637,O=C(CNCCNCC1CCNC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,228,232,228,45,228_45-3
NC(=O)c1ccc(C2CCNC(NCc3ccc4c(c3)OCCO4)C2O)cc1,0,4,1,-9.58578,-9.58578,-9.58578,0.0,-9.58578,0.0,17017,NC(=O)c1ccc(C2CCNC(NCc3ccc4c(c3)OCCO4)C2O)cc1,265,271,265,57,265_57-1
O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2ccccc12,0,3,1,-9.58167,-9.58167,-9.58167,0.0,-9.58167,0.0,13458,O=C(CNCCNC1CCC(c2ccc(O)cc2)C1O)Nc1cccc2ccccc12,210,215,210,18,210_18-8
Oc1ccc(C2CCC(NCCNCc3cccc4ccccc34)C2O)cc1,0,5,1,-9.58152,-9.58152,-9.58152,0.0,-9.58152,0.0,13663,Oc1ccc(C2CCC(NCCNCc3cccc4ccccc34)C2O)cc1,213,218,213,31,213_31-6
Oc1ccc(C2c3ccccc3CC(NCC(O)Cc3ccc4ncccc4c3)C2O)cc1,0,2,1,-9.58093,-9.58093,-9.58093,0.0,-9.58093,0.0,19377,Oc1ccc(C2c3ccccc3CC(NCC(O)Cc3ccc4ncccc4c3)C2O)cc1,302,305,302,49,302_49-3
O=C(CNCC1NCC(c2ccc(O)cc2)C1O)Nc1ccccc1,0,2,1,-9.57952,-9.57952,-9.57952,0.0,-9.57952,0.0,14757,O=C(CNCC1NCC(c2ccc(O)cc2)C1O)Nc1ccccc1,230,232,230,37,230_37-4
Oc1ccc(C2CNCN(CCNC3CCC(c4ccc(O)cc4)C3O)C2)cc1,0,2,1,-9.57722,-9.57722,-9.57722,0.0,-9.57722,0.0,11053,Oc1ccc(C2CNCN(CCNC3CCC(c4ccc(O)cc4)C3O)C2)cc1,172,178,172,45,172_45-6
Oc1ccc(C2CCC(NCCCc3ccc4c(c3)OCO4)C2O)cc1,0,13,1,-9.57563,-9.57563,-9.575630000000002,1.8488908177493114e-15,-9.57563,0.0,10904,Oc1ccc(C2CCC(NCCCc3ccc4c(c3)OCO4)C2O)cc1,170,285,170,24,170_24-7
Oc1ccc(C2NC(NCCNCc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.57258,-9.57258,-9.57258,0.0,-9.57258,0.0,13906,Oc1ccc(C2NC(NCCNCc3ccc4ccccc4c3)C2O)cc1,217,221,217,18,217_18-8
O=C(CNCCCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCOC2,0,2,1,-9.56875,-9.56875,-9.56875,0.0,-9.56875,0.0,18312,O=C(CNCCCCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCOC2,286,296,286,8,286_8-6
Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.56601,-9.56601,-9.56601,0.0,-9.56601,0.0,18767,Oc1ccc(C2CCNC(NCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,293,293,293,15,293_15-4
NC(=O)c1ccc(NC(=O)CNC2Cc3ccccc3C(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.5658,-9.5658,-9.5658,0.0,-9.5658,0.0,15860,NC(=O)c1ccc(NC(=O)CNC2Cc3ccccc3C(c3ccc(O)cc3)C2O)cc1,247,283,247,52,247_52-4
Oc1ccc(C2NCC(NCCCc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.56356,-9.56356,-9.56356,0.0,-9.56356,0.0,12511,Oc1ccc(C2NCC(NCCCc3ccc4c(c3)OCO4)C2O)cc1,195,291,195,31,195_31-7
Oc1ccc(C2NCCC(CCCNCc3ccc4ncccc4c3)C2O)cc1,0,2,1,-9.56254,-9.56254,-9.56254,0.0,-9.56254,0.0,15886,Oc1ccc(C2NCCC(CCCNCc3ccc4ncccc4c3)C2O)cc1,248,254,248,14,248_14-1
O=C(CNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,0,2,1,-9.55858,-9.55858,-9.55858,0.0,-9.55858,0.0,16612,O=C(CNC1CCC(c2ccc(O)cc2)C1O)N1CCCc2ccccc2C1,259,266,259,36,259_36-2
Oc1ccc(C2NCC(NCCNCc3ccccc3)C2O)cc1,0,2,1,-9.5577,-9.5577,-9.5577,0.0,-9.5577,0.0,15373,Oc1ccc(C2NCC(NCCNCc3ccccc3)C2O)cc1,240,243,240,13,240_13-7
Oc1ccc(C2NCCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,0,2,1,-9.55448,-9.55448,-9.55448,0.0,-9.55448,0.0,16740,Oc1ccc(C2NCCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,261,261,261,36,261_36-1
Oc1ccc(C2CNCC(CCNCCNCc3ccccc3)C2O)cc1,0,3,1,-9.55335,-9.55335,-9.55335,0.0,-9.55335,0.0,15237,Oc1ccc(C2CNCC(CCNCCNCc3ccccc3)C2O)cc1,238,244,238,5,238_5-1
O=C(CNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc(C(=O)NCc2ccccc2)cc1,0,4,1,-9.54724,-9.54724,-9.54724,0.0,-9.54724,0.0,15216,O=C(CNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc(C(=O)NCc2ccccc2)cc1,237,253,237,48,237_48-7
O=C(CNCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,0,2,1,-9.54598,-9.54598,-9.54598,0.0,-9.54598,0.0,13468,O=C(CNCCN1CCC(c2ccc(O)cc2)C1)Nc1ccc2[nH]ccc2c1,210,213,210,28,210_28-3
Oc1cccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)c1,0,2,1,-9.54164,-9.54164,-9.54164,0.0,-9.54164,0.0,12774,Oc1cccc(C2NCC(NCCNCc3c[nH]c4ccccc34)C2O)c1,199,212,199,38,199_38-7
NC(=O)c1ccc(NC(=O)CCC2NCCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.53928,-9.53928,-9.53928,0.0,-9.53928,0.0,17029,NC(=O)c1ccc(NC(=O)CCC2NCCC(c3ccc(O)cc3)C2O)cc1,266,269,266,5,266_5-3
Oc1ccc(C2CC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.53478,-9.53478,-9.53478,0.0,-9.53478,0.0,14349,Oc1ccc(C2CC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,224,225,224,13,224_13-3
Oc1ccc(CC(O)CNCC2CC(c3ccc(O)cc3)CN2)cc1,0,4,1,-9.53469,-9.53469,-9.53469,0.0,-9.53469,0.0,8081,Oc1ccc(CC(O)CNCC2CC(c3ccc(O)cc3)CN2)cc1,126,152,126,17,126_17-16
Oc1ccc(C2CCNC(CCNCCNc3ccccc3)C2O)cc1,0,2,1,-9.53332,-9.53332,-9.53332,0.0,-9.53332,0.0,15367,Oc1ccc(C2CCNC(CCNCCNc3ccccc3)C2O)cc1,240,241,240,7,240_7-1
O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2ccccc2c1,0,5,1,-9.52811,-9.52811,-9.52811,0.0,-9.52811,0.0,13649,O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2ccccc2c1,213,258,213,17,213_17-3
O=C(CCN1CCC(c2ccc(O)cc2)C1)NCc1ccc2c(c1)OCO2,0,2,1,-9.52507,-9.52507,-9.52507,0.0,-9.52507,0.0,12213,O=C(CCN1CCC(c2ccc(O)cc2)C1)NCc1ccc2c(c1)OCO2,190,209,190,53,190_53-2
O=C(CNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,2,1,-9.52267,-9.52267,-9.52267,0.0,-9.52267,0.0,18419,O=C(CNC1NCCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,287,295,287,51,287_51-3
O=C(CNCC1CC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,2,1,-9.52096,-9.52096,-9.52096,0.0,-9.52096,0.0,13908,O=C(CNCC1CC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,217,218,217,20,217_20-2
O=C(CNCCNC1C(=O)NCC(c2ccc(O)cc2)C1O)Nc1ccccc1,0,2,1,-9.51945,-9.51945,-9.51945,0.0,-9.51945,0.0,14953,O=C(CNCCNC1C(=O)NCC(c2ccc(O)cc2)C1O)Nc1ccccc1,233,240,233,41,233_41-4
Oc1ccc(C2CNCC(NCCNCc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.51451,-9.51451,-9.51451,0.0,-9.51451,0.0,14571,Oc1ccc(C2CNCC(NCCNCc3ccc4c(c3)OCCO4)C2O)cc1,227,237,227,43,227_43-1
Oc1ccc(C2NCC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,0,4,1,-9.51014,-9.51014,-9.51014,0.0,-9.51014,0.0,14432,Oc1ccc(C2NCC(CNCCNc3ccc4c(c3)OCCO4)C2O)cc1,225,228,225,32,225_32-3
O=C(CNC1CCC(c2ccc(O)cc2)C1O)N1CCC(c2ccc(O)cc2)C(O)C1,0,2,1,-9.50748,-9.50748,-9.50748,0.0,-9.50748,0.0,11189,O=C(CNC1CCC(c2ccc(O)cc2)C1O)N1CCC(c2ccc(O)cc2)C(O)C1,174,175,174,53,174_53-5
NC(=O)c1ccc(C2NCCC(NCc3ccc4ncccc4c3)C2O)cc1,0,2,1,-9.50407,-9.50407,-9.50407,0.0,-9.50407,0.0,16908,NC(=O)c1ccc(C2NCCC(NCc3ccc4ncccc4c3)C2O)cc1,264,278,264,12,264_12-1
O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2[nH]ccc2c1,0,2,1,-9.5032,-9.5032,-9.5032,0.0,-9.5032,0.0,13360,O=C(CNCC1CCC(c2ccc(O)cc2)CN1)Nc1ccc2[nH]ccc2c1,208,217,208,48,208_48-3
NC(=O)c1ccc(NC(=O)CCC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,3,1,-9.49945,-9.49945,-9.49945,0.0,-9.49945,0.0,17061,NC(=O)c1ccc(NC(=O)CCC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,266,270,266,37,266_37-4
O=C(CNCCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,2,1,-9.4926,-9.4926,-9.4926,0.0,-9.4926,0.0,13223,O=C(CNCCC1CNC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,206,214,206,39,206_39-1
Oc1ccc(C2CNCC(CCCNCCc3ccccc3)C2O)cc1,0,3,1,-9.49171,-9.49171,-9.49171,0.0,-9.49171,0.0,14346,Oc1ccc(C2CNCC(CCCNCCc3ccccc3)C2O)cc1,224,231,224,10,224_10-1
Oc1ccc(CNCCNCCC2CCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.48985,-9.48985,-9.48985,0.0,-9.48985,0.0,15544,Oc1ccc(CNCCNCCC2CCC(c3ccc(O)cc3)C2O)cc1,242,243,242,56,242_56-8
O=C(CCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCO2,0,2,1,-9.48619,-9.48619,-9.48619,0.0,-9.48619,0.0,18445,O=C(CCN1CC(O)C(c2ccc(O)cc2)C1)Nc1ccc2c(c1)OCO2,288,295,288,13,288_13-5
O=C(CNC1CNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,0,2,1,-9.48198,-9.48198,-9.48198,0.0,-9.48198,0.0,14947,O=C(CNC1CNC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,233,237,233,35,233_35-3
O=C(CNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,0,4,1,-9.48031,-9.48031,-9.48031,0.0,-9.48031,0.0,13635,O=C(CNC1CCC(c2ccc(O)cc2)C1O)Nc1ccc2c(c1)OCO2,213,222,213,3,213_3-7
Oc1ccc(C2NCC(CNCCNCc3ccccc3)C2O)cc1,0,2,1,-9.47791,-9.47791,-9.47791,0.0,-9.47791,0.0,15148,Oc1ccc(C2NCC(CNCCNCc3ccccc3)C2O)cc1,236,237,236,44,236_44-1
O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,0,3,1,-9.47694,-9.47694,-9.47694,0.0,-9.47694,0.0,12970,O=C(CNC1CCCC(c2ccc(O)cc2)C1O)NCc1c[nH]c2ccccc12,202,204,202,42,202_42-7
N#Cc1ccc(C(=O)CNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,0,2,1,-9.4764,-9.4764,-9.4764,0.0,-9.4764,0.0,17138,N#Cc1ccc(C(=O)CNC2CCC(c3ccc(C(N)=O)cc3)C2O)cc1,267,272,267,50,267_50-7
NC(=O)c1ccc(C2CCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,0,2,1,-9.47438,-9.47438,-9.47438,0.0,-9.47438,0.0,17336,NC(=O)c1ccc(C2CCC(NCc3ccc4c(c3)CC(O)C4)C2O)cc1,270,278,270,56,270_56-7
Oc1ccc(C2CCC(NCCNCCc3ccc4c(c3)OCO4)C2O)cc1,0,5,1,-9.47361,-9.47361,-9.47361,0.0,-9.47361,0.0,10929,Oc1ccc(C2CCC(NCCNCCc3ccc4c(c3)OCO4)C2O)cc1,170,282,170,49,170_49-2
Oc1ccc(C2CCC(NCC=Cc3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.47124,-9.47124,-9.47124,0.0,-9.47124,0.0,12460,Oc1ccc(C2CCC(NCC=Cc3ccc4c(c3)OCCO4)C2O)cc1,194,197,194,44,194_44-3
Oc1ccc(C2NCCC(NCCNc3ccc4ccccc4n3)C2O)cc1,0,2,1,-9.47023,-9.47023,-9.47023,0.0,-9.47023,0.0,13625,Oc1ccc(C2NCCC(NCCNc3ccc4ccccc4n3)C2O)cc1,212,222,212,57,212_57-3
Oc1ccc(C2CNC(CNCCNC3CC(c4ccc(O)cc4)C3O)NC2)cc1,0,2,1,-9.468,-9.468,-9.468,0.0,-9.468,0.0,11128,Oc1ccc(C2CNC(CNCCNC3CC(c4ccc(O)cc4)C3O)NC2)cc1,173,174,173,56,173_56-15
Oc1ccc(C2CCC(NCC=CCNCc3ccc4c(c3)OCO4)C2O)cc1,0,4,1,-9.46423,-9.46423,-9.46423,0.0,-9.46423,0.0,11096,Oc1ccc(C2CCC(NCC=CCNCc3ccc4c(c3)OCO4)C2O)cc1,173,285,173,24,173_24-13
O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)Nc1cccc2ccccc12,0,4,1,-9.46228,-9.46228,-9.46228,0.0,-9.46228,0.0,13311,O=C(CNCCCN1CCC(c2ccc(O)cc2)C1)Nc1cccc2ccccc12,207,213,207,63,207_63-8
Oc1ccc(C2CCC(NCCNCc3ccc4c(c3)OCO4)C2O)cc1,0,7,1,-9.46195,-9.46195,-9.46195,0.0,-9.46195,0.0,11112,Oc1ccc(C2CCC(NCCNCc3ccc4c(c3)OCO4)C2O)cc1,173,284,173,40,173_40-3
O=C(CNCCNCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,0,3,1,-9.46101,-9.46101,-9.46101,0.0,-9.46101,0.0,14697,O=C(CNCCNCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc(O)cc1,229,233,229,41,229_41-2
Oc1ccc(C2CCNC(NCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,0,2,1,-9.46007,-9.46007,-9.46007,0.0,-9.46007,0.0,18586,Oc1ccc(C2CCNC(NCCC(O)Cc3ccc4c(c3)OCO4)C2O)cc1,290,304,290,26,290_26-4
O=C(NCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,0,2,1,-9.45595,-9.45595,-9.45595,0.0,-9.45595,0.0,11548,O=C(NCCNC1CC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,180,186,180,28,180_28-1
O=C(CCNCC1CCC(c2ccc(O)cc2)CN1)c1ccc2c(c1)OCO2,0,2,1,-9.45426,-9.45426,-9.45426,0.0,-9.45426,0.0,10816,O=C(CCNCC1CCC(c2ccc(O)cc2)CN1)c1ccc2c(c1)OCO2,169,173,169,0,169_0-2
NC(=O)c1ccc(NC(=O)CNC2CCC(c3ccc(O)cc3)C2O)cc1,0,5,1,-9.4542,-9.4542,-9.4542,0.0,-9.4542,0.0,15587,NC(=O)c1ccc(NC(=O)CNC2CCC(c3ccc(O)cc3)C2O)cc1,243,290,243,35,243_35-8
Oc1ccc(C2CNC(CNCCNCc3ccccc3)C2O)cc1,0,2,1,-9.45232,-9.45232,-9.45232,0.0,-9.45232,0.0,15107,Oc1ccc(C2CNC(CNCCNCc3ccccc3)C2O)cc1,236,238,236,3,236_3-3
Oc1ccc(NCCNCCNC2CCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.44918,-9.44918,-9.44918,0.0,-9.44918,0.0,14943,Oc1ccc(NCCNCCNC2CCC(c3ccc(O)cc3)C2O)cc1,233,242,233,31,233_31-4
Oc1ccc(C2NCC(NCC=Cc3ccc4ccccc4c3)C2O)cc1,0,2,1,-9.4468,-9.4468,-9.4468,0.0,-9.4468,0.0,11777,Oc1ccc(C2NCC(NCC=Cc3ccc4ccccc4c3)C2O)cc1,184,192,184,1,184_1-14
Oc1ccc(C2CCC(CCCNCCc3ccc4c(c3)OCO4)C2O)cc1,0,3,1,-9.44312,-9.44312,-9.44312,0.0,-9.44312,0.0,10308,Oc1ccc(C2CCC(CCCNCCc3ccc4c(c3)OCO4)C2O)cc1,161,166,161,4,161_4-1
Oc1ccc(CCNCCC2NCCC(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.44164,-9.44164,-9.44164,0.0,-9.44164,0.0,15504,Oc1ccc(CCNCCC2NCCC(c3ccc(O)cc3)C2O)cc1,242,248,242,16,242_16-8
O=C(CNCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,0,3,1,-9.43755,-9.43755,-9.43755,0.0,-9.43755,0.0,13715,O=C(CNCC1CNCC(c2ccc(O)cc2)C1O)Nc1ccc2ccccc2c1,214,227,214,19,214_19-7
Oc1ccc(C2NCC(CCNCc3ccc4c(c3)OCO4)C2O)cc1,0,7,1,-9.43445,-9.43445,-9.43445,0.0,-9.43445,0.0,13920,Oc1ccc(C2NCC(CCNCc3ccc4c(c3)OCO4)C2O)cc1,217,226,217,32,217_32-7
Oc1ccc(C2CCNC(CCCNCc3ccc4ncccc4c3)C2O)cc1,0,11,1,-9.43427,-9.43427,-9.43427,0.0,-9.43427,0.0,15855,Oc1ccc(C2CCNC(CCCNCc3ccc4ncccc4c3)C2O)cc1,247,258,247,47,247_47-7
O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1noc2ccccc12,0,6,1,-9.43112,-9.43112,-9.43112,0.0,-9.43112,0.0,18684,O=C(CCCN1CCC(c2ccc(O)cc2)C(O)C1)Nc1noc2ccccc12,291,303,291,60,291_60-1
Oc1ccc(C2CCCC(NCC(O)c3ccc4c(c3)OCCO4)C2O)cc1,0,2,1,-9.43047,-9.43047,-9.43047,0.0,-9.43047,0.0,12125,Oc1ccc(C2CCCC(NCC(O)c3ccc4c(c3)OCCO4)C2O)cc1,189,189,189,29,189_29-1
O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,0,3,1,-9.42852,-9.42852,-9.42852,0.0,-9.42852,0.0,11439,O=C(NCCNC1CCC(c2ccc(O)cc2)C1O)c1ccc2c(c1)OCO2,178,184,178,47,178_47-3
Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,0,2,1,-9.42829,-9.42829,-9.42829,0.0,-9.42829,0.0,12852,Oc1ccc(C2NCC(NCCCc3c[nH]c4cc(O)ccc34)C2O)cc1,200,200,200,52,200_52-7
O=C(CNCCNC1CC(c2ccc(O)cc2)C1O)N1CCCCC1,0,2,1,-9.42192,-9.42192,-9.42192,0.0,-9.42192,0.0,12345,O=C(CNCCNC1CC(c2ccc(O)cc2)C1O)N1CCCCC1,192,194,192,57,192_57-4
NC(=O)c1ccc(NC(=O)CNCC2Cc3ccccc3C(c3ccc(O)cc3)C2O)cc1,0,2,1,-9.41972,-9.41972,-9.41972,0.0,-9.41972,0.0,15706,NC(=O)c1ccc(NC(=O)CNCC2Cc3ccccc3C(c3ccc(O)cc3)C2O)cc1,245,254,245,26,245_26-7
N#CC1CCCN1C(=O)CNCCNC1CCC(c2ccc(O)cc2)C1O,0,2,1,-9.41835,-9.41835,-9.41835,0.0,-9.41835,0.0,11209,N#CC1CCCN1C(=O)CNCCNC1CCC(c2ccc(O)cc2)C1O,175,176,175,9,175_9-8
