population,source_row,input_smiles,canonical_isomeric_smiles,canonical_formal_charge,docking_score,step,batch_idx,task,model,PPS_best_variant
PPS,13391,NC(=O)c1cccc(NC(=O)NC2CCCN(Cc3ccc(Oc4ccc(CN5CCNC(=O)CC5)cc4)cc3)C2)c1,NC(=O)c1cccc(NC(=O)NC2CCCN(Cc3ccc(Oc4ccc(CN5CCNC(=O)CC5)cc4)cc3)C2)c1,0,-12.3935,209,15,PPS_tester_run_2,RNN,209_15-8
PPS,13392,CCN1CCN(Cc2ccc(CN3CCC(NC(=O)Nc4cccc(OC)c4)C3)cc2)CC1,CCN1CCN(Cc2ccc(CN3CCC(NC(=O)Nc4cccc(OC)c4)C3)cc2)CC1,0,-10.379,209,16,PPS_tester_run_2,RNN,209_16-3
PPS,13393,NC(=O)c1ccc(CNc2ccc(C(=O)Nc3cccc(C(=O)Nc4cccc(O)c4)c3)cc2)cc1,NC(=O)c1ccc(CNc2ccc(C(=O)Nc3cccc(C(=O)Nc4cccc(O)c4)c3)cc2)cc1,0,-9.00921,209,17,PPS_tester_run_2,RNN,209_17-1
PPS,13394,NC(=O)c1cccc(CCN2CCN(Cc3ccc(OCc4ccc(NC(=O)C5CCN(Cc6ccc(C(=O)Nc7ccccc7F)cc6)CC5)cc4)cc3)CC2)c1,NC(=O)c1cccc(CCN2CCN(Cc3ccc(OCc4ccc(NC(=O)C5CCN(Cc6ccc(C(=O)Nc7ccccc7F)cc6)CC5)cc4)cc3)CC2)c1,0,-10.252,209,18,PPS_tester_run_2,RNN,209_18-2
PPS,13395,COc1cccc(NC(=O)NC2CCN(Cc3ccc4cc(CNC(=O)c5ccc(C(=O)Nc6ccccc6)cc5)ccc4c3)CN2)c1,COc1cccc(NC(=O)NC2CCN(Cc3ccc4cc(CNC(=O)c5ccc(C(=O)Nc6ccccc6)cc5)ccc4c3)CN2)c1,0,-10.1465,209,19,PPS_tester_run_2,RNN,209_19-1
PPS,13396,O=C(Nc1ccccc1)c1ccc(CSc2ccc(C(=O)NC(CO)C(=O)NO)cc2)cc1,O=C(Nc1ccccc1)c1ccc(CSc2ccc(C(=O)NC(CO)C(=O)NO)cc2)cc1,0,-11.4664,209,20,PPS_tester_run_2,RNN,209_20-1
PPS,13397,NC(=O)c1ccc(CC2CCN(Cc3cccc(CN4CCC(C(=O)NCc5ccccc5)C4)c3)C2)cc1,NC(=O)c1ccc(CC2CCN(Cc3cccc(CN4CCC(C(=O)NCc5ccccc5)C4)c3)C2)cc1,0,-11.8882,209,21,PPS_tester_run_2,RNN,209_21-2
PPS,13398,NC(=O)c1ccc(CC(=O)N2CCN(Cc3ccc(CCN4CCC(CN5CCC(NC(=O)Nc6ccccc6)C5)CC4)cc3)CC2)cc1,NC(=O)c1ccc(CC(=O)N2CCN(Cc3ccc(CCN4CCC(CN5CCC(NC(=O)Nc6ccccc6)C5)CC4)cc3)CC2)cc1,0,-13.5903,209,22,PPS_tester_run_2,RNN,209_22-5
PPS,13399,CC(=O)c1cccc(NC(=O)NCC(O)NC2CCN(Cc3ccc(C(=O)NCc4cccc(C(N)=O)c4)cc3)C2)c1,CC(=O)c1cccc(NC(=O)NCC(O)NC2CCN(Cc3ccc(C(=O)NCc4cccc(C(N)=O)c4)cc3)C2)c1,0,-13.0166,209,23,PPS_tester_run_2,RNN,209_23-4
PPS,13400,NC(=O)c1ccc(CN2CCC(NC(=O)c3ccc(C(=O)Nc4ccccc4)cc3)C2)cc1,NC(=O)c1ccc(CN2CCC(NC(=O)c3ccc(C(=O)Nc4ccccc4)cc3)C2)cc1,0,-10.5849,209,24,PPS_tester_run_2,RNN,209_24-3
PPS,13401,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC3CNC(=O)Nc3ccccc3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC3CNC(=O)Nc3ccccc3)cc2)c1,0,-9.90911,209,25,PPS_tester_run_2,RNN,209_25-1
PPS,13402,NC(=O)c1ccc(Cc2cccc(CN3CCOC(COC(=O)c4ccc(C(=O)Nc5ccc(C(=O)NO)cc5)cc4)C3)c2)cc1,NC(=O)c1ccc(Cc2cccc(CN3CCOC(COC(=O)c4ccc(C(=O)Nc5ccc(C(=O)NO)cc5)cc4)C3)c2)cc1,0,-10.0905,209,26,PPS_tester_run_2,RNN,209_26-4
PPS,13403,NC(=O)c1cccc(CC(O)NCC2CCN(Cc3ccc(CCc4ccc(C(=O)Nc5ccccc5)cc4)cc3)CC2)c1,NC(=O)c1cccc(CC(O)NCC2CCN(Cc3ccc(CCc4ccc(C(=O)Nc5ccccc5)cc4)cc3)CC2)c1,0,-13.9904,209,27,PPS_tester_run_2,RNN,209_27-1
PPS,13404,NC(=O)c1ccc(CCC2CCN(Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)NC2)cc1,NC(=O)c1ccc(CCC2CCN(Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)NC2)cc1,0,-10.9554,209,28,PPS_tester_run_2,RNN,209_28-2
PPS,13405,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(CNC(=O)c4ccc(C(=O)NO)cc4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(CNC(=O)c4ccc(C(=O)NO)cc4)C3)cc2)c1,0,-11.7765,209,29,PPS_tester_run_2,RNN,209_29-4
PPS,13406,NC(=O)c1ccc(CCN2CCCC2CNCC2Cc3ccc(C(N)=O)cc3C2)cc1,NC(=O)c1ccc(CCN2CCCC2CNCC2Cc3ccc(C(N)=O)cc3C2)cc1,0,-9.74933,209,30,PPS_tester_run_2,RNN,209_30-2
PPS,13407,NC(=O)c1ccc(C=CCC2CCN(CCc3ccc(C(N)=O)cc3)C2)cc1,NC(=O)c1ccc(C=CCC2CCN(CCc3ccc(C(N)=O)cc3)C2)cc1,0,-11.1115,209,31,PPS_tester_run_2,RNN,209_31-6
PPS,13408,NC(=O)c1ccc(CN2CCC(C(=O)NC3CCCN(CC(=O)Nc4ccc5ccccc5c4)C3)C2)cc1,NC(=O)c1ccc(CN2CCC(C(=O)NC3CCCN(CC(=O)Nc4ccc5ccccc5c4)C3)C2)cc1,0,-11.464,209,32,PPS_tester_run_2,RNN,209_32-1
PPS,13409,CC(C)c1cccc(NC(=O)NCc2ccc(CN3CCC(NC(=O)Cc4ccc(C(N)=O)cc4)C3)cc2)c1,CC(C)c1cccc(NC(=O)NCc2ccc(CN3CCC(NC(=O)Cc4ccc(C(N)=O)cc4)C3)cc2)c1,0,-11.6544,209,33,PPS_tester_run_2,RNN,209_33-2
PPS,13410,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NCC3CCCC3Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)cc2)c1,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NCC3CCCC3Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)cc2)c1,0,-10.1926,209,34,PPS_tester_run_2,RNN,209_34-1
PPS,13411,NC(=O)c1ccc2c(c1)CC(NC(=O)CCNC(=O)Nc1ccc3ccccc3c1)C2,NC(=O)c1ccc2c(c1)CC(NC(=O)CCNC(=O)Nc1ccc3ccccc3c1)C2,0,-9.77972,209,35,PPS_tester_run_2,RNN,209_35-1
PPS,13412,NC(=O)c1ccc(CCC2CNC(CNC(=O)c3ccc(CN4CCc5ccccc5C4)cc3)C2)cc1,NC(=O)c1ccc(CCC2CNC(CNC(=O)c3ccc(CN4CCc5ccccc5C4)cc3)C2)cc1,0,-11.9806,209,36,PPS_tester_run_2,RNN,209_36-3
PPS,13413,COc1ccc(NC(=O)NC2CCN(Cc3cccc(NCc4ccc(Cl)cc4)c3)C2)cc1,COc1ccc(NC(=O)NC2CCN(Cc3cccc(NCc4ccc(Cl)cc4)c3)C2)cc1,0,-10.8661,209,37,PPS_tester_run_2,RNN,209_37-4
PPS,13414,NC(=O)c1ccc(NC(=O)c2ccc(C(=O)NCCN3CC(C=Cc4cc5cc(C(N)=O)ccc5[nH]4)C3)cc2)cc1,NC(=O)c1ccc(NC(=O)c2ccc(C(=O)NCCN3CC(C=Cc4cc5cc(C(N)=O)ccc5[nH]4)C3)cc2)cc1,0,-12.8792,209,38,PPS_tester_run_2,RNN,209_38-2
PPS,13415,NC(=O)c1ccc(NC(=O)C2CCC2C(=O)Nc2ccc(CN3CCN(CCc4cccc(C(F)(F)F)c4)CC3)cc2)cc1,NC(=O)c1ccc(NC(=O)C2CCC2C(=O)Nc2ccc(CN3CCN(CCc4cccc(C(F)(F)F)c4)CC3)cc2)cc1,0,-11.066,209,39,PPS_tester_run_2,RNN,209_39-2
PPS,13416,NC(=O)c1ccc(NC(=O)c2ccc(CN3CCC(CNC(O)c4ccc(C(N)=O)cc4)CC3)cc2)cc1,NC(=O)c1ccc(NC(=O)c2ccc(CN3CCC(CNC(O)c4ccc(C(N)=O)cc4)CC3)cc2)cc1,0,-11.4628,209,40,PPS_tester_run_2,RNN,209_40-1
PPS,13417,NC(=O)c1ccc(Cc2ccc(COC3CCN(CCNC(=O)C(F)(F)F)C3)cc2F)cc1,NC(=O)c1ccc(Cc2ccc(COC3CCN(CCNC(=O)C(F)(F)F)C3)cc2F)cc1,0,-11.1074,209,41,PPS_tester_run_2,RNN,209_41-2
PPS,13419,NC(=O)c1cccc(CN2CCN(Cc3ccc(CN4CCC(NC(=O)Cc5ccc(C(=O)NO)cc5)C4)cc3)CC2)c1,NC(=O)c1cccc(CN2CCN(Cc3ccc(CN4CCC(NC(=O)Cc5ccc(C(=O)NO)cc5)C4)cc3)CC2)c1,0,-11.3783,209,43,PPS_tester_run_2,RNN,209_43-4
PPS,13420,NC(=O)c1ccc(CC(=O)NC(O)c2ccc(C(=O)NCc3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1,NC(=O)c1ccc(CC(=O)NC(O)c2ccc(C(=O)NCc3ccc(C(=O)Nc4ccccc4)cc3)cc2)cc1,0,-12.2228,209,44,PPS_tester_run_2,RNN,209_44-2
PPS,13422,NC(=O)c1ccc(CN2CCC(C3CCN(Cc4ccc(C(=O)Nc5cccc(C(N)=O)c5)cc4)C3)C2)cc1,NC(=O)c1ccc(CN2CCC(C3CCN(Cc4ccc(C(=O)Nc5cccc(C(N)=O)c5)cc4)C3)C2)cc1,0,-12.2871,209,46,PPS_tester_run_2,RNN,209_46-3
PPS,13423,NC(=O)c1cccc(C(=O)NCC2CCN(CCCc3ccc4c(c3)CCCC4)CC2)c1,NC(=O)c1cccc(C(=O)NCC2CCN(CCCc3ccc4c(c3)CCCC4)CC2)c1,0,-10.3987,209,47,PPS_tester_run_2,RNN,209_47-2
PPS,13424,NCc1ccccc1NC(=O)c1ccc(C(O)CC2CCN(CC(=O)Nc3ccc4ccccc4c3)C2)cc1,NCc1ccccc1NC(=O)c1ccc(C(O)CC2CCN(CC(=O)Nc3ccc4ccccc4c3)C2)cc1,0,-11.8124,209,48,PPS_tester_run_2,RNN,209_48-2
PPS,13425,NC(=O)c1ccc(CCN2CCC(Cc3ccc(Cc4ccc(C(N)=O)cc4)cc3)C2)cc1,NC(=O)c1ccc(CCN2CCC(Cc3ccc(Cc4ccc(C(N)=O)cc4)cc3)C2)cc1,0,-10.6355,209,49,PPS_tester_run_2,RNN,209_49-2
PPS,13426,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NCC3CCN(Cc4ccccc4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NCC3CCN(Cc4ccccc4)C3)cc2)c1,0,-10.2987,209,50,PPS_tester_run_2,RNN,209_50-3
PPS,13427,NC(=O)c1ccc(NCC[N+]2CCCC2CNC(=O)c2ccc(C(=O)Nc3ccccc3)cc2)cc1,NC(=O)c1ccc(NCC[N+]2CCCC2CNC(=O)c2ccc(C(=O)Nc3ccccc3)cc2)cc1,1,-10.0069,209,51,PPS_tester_run_2,RNN,209_51-1
PPS,13429,NC(=O)c1ccc(CC(O)NC2CCN(Cc3ccc(CNC(=O)c4cccc(C(N)=O)c4)cc3)C2)cc1,NC(=O)c1ccc(CC(O)NC2CCN(Cc3ccc(CNC(=O)c4cccc(C(N)=O)c4)cc3)C2)cc1,0,-13.3443,209,53,PPS_tester_run_2,RNN,209_53-6
PPS,13430,NC(=O)c1cccc(CN2CCN(Cc3ccc(CN4CCC(NC(=O)Nc5cccc(C(N)=O)c5)C4)cc3)CC2)c1,NC(=O)c1cccc(CN2CCN(Cc3ccc(CN4CCC(NC(=O)Nc5cccc(C(N)=O)c5)C4)cc3)CC2)c1,0,-12.1562,209,54,PPS_tester_run_2,RNN,209_54-8
PPS,13432,NC(=O)c1cccc(NC(=O)c2ccc(CC3CCN(CCC4Cc5ccc(C(N)=O)cc5C4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(CC3CCN(CCC4Cc5ccc(C(N)=O)cc5C4)C3)cc2)c1,0,-12.8254,209,56,PPS_tester_run_2,RNN,209_56-7
PPS,13433,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NCC3Cc4ccc(C(N)=O)cc4C3)cc2)c1,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NCC3Cc4ccc(C(N)=O)cc4C3)cc2)c1,0,-11.1648,209,57,PPS_tester_run_2,RNN,209_57-1
PPS,13434,O=C(Nc1ccccc1)NC1CCC(NCc2ccc(C(=O)NCc3ccc(C(=O)NO)cc3)cc2)CC1,O=C(Nc1ccccc1)NC1CCC(NCc2ccc(C(=O)NCc3ccc(C(=O)NO)cc3)cc2)CC1,0,-10.7624,209,58,PPS_tester_run_2,RNN,209_58-2
PPS,13435,NC(=O)c1ccc(CC(=O)NC2CCN(CC3=CC=C(C(=O)NCC4CCN(Cc5ccc(C(=O)Nc6ccc7ccccc7c6)cc5)C4)CC3)CC2)cc1,NC(=O)c1ccc(CC(=O)NC2CCN(CC3=CC=C(C(=O)NCC4CCN(Cc5ccc(C(=O)Nc6ccc7ccccc7c6)cc5)C4)CC3)CC2)cc1,0,-12.1622,209,59,PPS_tester_run_2,RNN,209_59-1
PPS,13436,NC(=O)c1ccc(CCN2CCCN(Cc3ccc(CNC(=O)c4ccc(C(=O)Nc5cccc(C(N)=O)c5)cc4)cc3)CC2)cc1,NC(=O)c1ccc(CCN2CCCN(Cc3ccc(CNC(=O)c4ccc(C(=O)Nc5cccc(C(N)=O)c5)cc4)cc3)CC2)cc1,0,-13.2797,209,60,PPS_tester_run_2,RNN,209_60-2
PPS,13437,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NC3CCN(Cc4ccc(COc5ccc(C(=O)NO)cc5)cc4)C3)cc2)c1,NC(=O)c1cccc(CNC(=O)c2ccc(C(=O)NC3CCN(Cc4ccc(COc5ccc(C(=O)NO)cc5)cc4)C3)cc2)c1,0,-12.4016,209,61,PPS_tester_run_2,RNN,209_61-1
PPS,13438,NC(=O)c1ccc(C(=O)NCc2ccc(CN3CCC(NC(=O)Nc4ccccc4)C3)nc2)cc1C(=O)Nc1ccccc1,NC(=O)c1ccc(C(=O)NCc2ccc(CN3CCC(NC(=O)Nc4ccccc4)C3)nc2)cc1C(=O)Nc1ccccc1,0,-11.8148,209,62,PPS_tester_run_2,RNN,209_62-1
PPS,13439,NC(=O)c1cccc(NC(=O)NCCN2CCC(CCc3ccc(NCC(F)(F)F)cc3)CC2)c1,NC(=O)c1cccc(NC(=O)NCCN2CCC(CCc3ccc(NCC(F)(F)F)cc3)CC2)c1,0,-11.1927,209,63,PPS_tester_run_2,RNN,209_63-2
PPS,13440,NC(=O)c1cccc(NC(=O)NC2CCN(Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)CC2)c1,NC(=O)c1cccc(NC(=O)NC2CCN(Cc3ccc(C(=O)Nc4cccc(C(N)=O)c4)cc3)CC2)c1,0,-11.5883,210,0,PPS_tester_run_2,RNN,202_46-2
PPS,13441,NCc1ccccc1NC(=O)c1ccc(NCC2CCC(O)CN2Cc2ccc3cc(C(N)=O)ccc3c2)cc1,NCc1ccccc1NC(=O)c1ccc(NCC2CCC(O)CN2Cc2ccc3cc(C(N)=O)ccc3c2)cc1,0,-8.63416,210,1,PPS_tester_run_2,RNN,210_1-8
PPS,13442,NC(=O)c1ccc(NCC(=O)NC2CCC(CNC(=O)c3cccc(C(N)=O)c3)C2)cc1,NC(=O)c1ccc(NCC(=O)NC2CCC(CNC(=O)c3cccc(C(N)=O)c3)C2)cc1,0,-10.043,210,2,PPS_tester_run_2,RNN,210_2-3
PPS,13443,NCc1ccccc1NC(=O)NCC1CCN(Cc2ccc(C(N)=O)cc2)C1,NCc1ccccc1NC(=O)NCC1CCN(Cc2ccc(C(N)=O)cc2)C1,0,-11.53,210,3,PPS_tester_run_2,RNN,210_3-4
PPS,13444,NC(=O)c1ccc(CNC2CCC(CN3CCC(C(N)Cc4ccc(C(N)=O)cc4)C3)C2)cc1,NC(=O)c1ccc(CNC2CCC(CN3CCC(C(N)Cc4ccc(C(N)=O)cc4)C3)C2)cc1,0,-11.9637,210,4,PPS_tester_run_2,RNN,210_4-7
PPS,13445,CC(CCN1CC2=CC=C(CN3CCCC(C(=O)Nc4ccc(C(N)=O)cc4)C3)CCC1=C2)NC(=O)Nc1cccc(C(N)=O)c1,CC(CCN1CC2=CC=C(CN3CCCC(C(=O)Nc4ccc(C(N)=O)cc4)C3)CCC1=C2)NC(=O)Nc1cccc(C(N)=O)c1,0,-11.5344,210,5,PPS_tester_run_2,RNN,210_5-12
PPS,13446,NC(=O)c1ccc(CC(N)C2CCN(Cc3ccc(CNC(=O)Oc4ccc(CN5CCCC(C(=O)Nc6cccc(C(F)(F)F)c6)CC5)cc4)cc3)C2)cc1,NC(=O)c1ccc(CC(N)C2CCN(Cc3ccc(CNC(=O)Oc4ccc(CN5CCCC(C(=O)Nc6cccc(C(F)(F)F)c6)CC5)cc4)cc3)C2)cc1,0,-12.1809,210,6,PPS_tester_run_2,RNN,210_6-2
PPS,13447,NC(=O)c1ccc(CC2CN(Cc3ccc(CC(=O)NCc4ccccc4)cc3)CC(=O)N2)cc1,NC(=O)c1ccc(CC2CN(Cc3ccc(CC(=O)NCc4ccccc4)cc3)CC(=O)N2)cc1,0,-9.31021,210,7,PPS_tester_run_2,RNN,210_7-2
PPS,13448,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NC3CCN(Cc4ccc(CO)cc4)CC3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NC3CCN(Cc4ccc(CO)cc4)CC3)cc2)c1,0,-8.99889,210,8,PPS_tester_run_2,RNN,210_8-2
PPS,13449,NCC(=O)N1CCCN(Cc2ccc(-c3ccc(C(=O)Nc4cc5ccccc5[nH]c4=O)cc3)cc2)CC1,NCC(=O)N1CCCN(Cc2ccc(-c3ccc(C(=O)Nc4cc5ccccc5[nH]c4=O)cc3)cc2)CC1,0,-11.8516,210,9,PPS_tester_run_2,RNN,210_9-2
PPS,13450,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NCc3ccccc3CN3CCC(CN4CCc5cc(C(N)=O)ccc5C4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(C(=O)NCc3ccccc3CN3CCC(CN4CCc5cc(C(N)=O)ccc5C4)C3)cc2)c1,0,-13.1919,210,10,PPS_tester_run_2,RNN,210_10-5
PPS,13451,NC(=O)c1ccc(CC(=O)NC2CCN(Cc3ccccc3)C2)cc1,NC(=O)c1ccc(CC(=O)NC2CCN(Cc3ccccc3)C2)cc1,0,-9.5081,210,11,PPS_tester_run_2,RNN,210_11-4
PPS,13452,NC(=O)c1ccc(CNC(=O)c2ccc(N3CCN(CCCNC(=O)Nc4cccc(C(N)=O)c4)CC3)cc2)cc1,NC(=O)c1ccc(CNC(=O)c2ccc(N3CCN(CCCNC(=O)Nc4cccc(C(N)=O)c4)CC3)cc2)cc1,0,-10.4946,210,12,PPS_tester_run_2,RNN,210_12-2
PPS,13453,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(CNC(=O)Cn4cc5cc(N)ccc5n4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(CNC(=O)Cn4cc5cc(N)ccc5n4)C3)cc2)c1,0,-11.7428,210,13,PPS_tester_run_2,RNN,210_13-3
PPS,13455,NC(=O)c1cccc(CC2CN(Cc3cccc(Cc4cccc(CN5CCC(NC(=O)Cc6cccc(C(F)(F)F)c6)C5)c4)c3)CCO2)c1,NC(=O)c1cccc(CC2CN(Cc3cccc(Cc4cccc(CN5CCC(NC(=O)Cc6cccc(C(F)(F)F)c6)C5)c4)c3)CCO2)c1,0,-12.7377,210,15,PPS_tester_run_2,RNN,210_15-5
PPS,13456,NC(=O)c1ccc(-c2cccc(CC3CCC(CC(N)Cc4ccc(C(=O)Nc5ccccc5)cc4)N3)c2)cc1,NC(=O)c1ccc(-c2cccc(CC3CCC(CC(N)Cc4ccc(C(=O)Nc5ccccc5)cc4)N3)c2)cc1,0,-10.4227,210,16,PPS_tester_run_2,RNN,210_16-8
PPS,13457,O=C(Nc1ccccc1)NC1CN(Cc2ccc(Cc3ccc(C(=O)Nc4ccccc4)cc3)cc2)CCO1,O=C(Nc1ccccc1)NC1CN(Cc2ccc(Cc3ccc(C(=O)Nc4ccccc4)cc3)cc2)CCO1,0,-11.7175,210,17,PPS_tester_run_2,RNN,210_17-1
PPS,13458,NC(=O)c1cccc(NC(=O)c2cccc(CC(N)CC3CC(COc4ccc(CN5CCC(F)(F)CC5)cc4)C3)c2)c1,NC(=O)c1cccc(NC(=O)c2cccc(CC(N)CC3CC(COc4ccc(CN5CCC(F)(F)CC5)cc4)C3)c2)c1,0,-11.1335,210,18,PPS_tester_run_2,RNN,210_18-1
PPS,13459,O=C(Nc1ccccc1)NC1CCN(Cc2ccc(CNC(=O)c3cccc(C(=O)NC4CCN(CC(F)F)C4)c3)cc2)C1,O=C(Nc1ccccc1)NC1CCN(Cc2ccc(CNC(=O)c3cccc(C(=O)NC4CCN(CC(F)F)C4)c3)cc2)C1,0,-12.9137,210,19,PPS_tester_run_2,RNN,210_19-15
PPS,13460,CC(Cc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1)NC(=O)C1CCCCN1Cc1ccc(CNC(=O)c2cccc(C(F)(F)F)c2)cc1,CC(Cc1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1)NC(=O)C1CCCCN1Cc1ccc(CNC(=O)c2cccc(C(F)(F)F)c2)cc1,0,-8.20517,210,20,PPS_tester_run_2,RNN,210_20-7
PPS,13461,NCC(F)C(NCC1CCOC(Cc2ccc(C(N)=O)cc2)C1)c1ccc(CNC(=O)c2cccc(C(N)=O)c2)cc1,NCC(F)C(NCC1CCOC(Cc2ccc(C(N)=O)cc2)C1)c1ccc(CNC(=O)c2cccc(C(N)=O)c2)cc1,0,-12.9129,210,21,PPS_tester_run_2,RNN,210_21-1
PPS,13462,O=C(Nc1ccccc1)NC1CCC2(CCN(CC(=O)c3ccc(CNC(=O)c4cccc(C(F)(F)F)c4)cc3)CC2)C1,O=C(Nc1ccccc1)NC1CCC2(CCN(CC(=O)c3ccc(CNC(=O)c4cccc(C(F)(F)F)c4)cc3)CC2)C1,0,-8.95987,210,22,PPS_tester_run_2,RNN,210_22-4
PPS,13463,NC(=O)c1ccc(NCCCN2CCC(CN3CCC(C(N)=O)CC3)C2)cc1C(N)=O,NC(=O)c1ccc(NCCCN2CCC(CN3CCC(C(N)=O)CC3)C2)cc1C(N)=O,0,-11.9483,210,23,PPS_tester_run_2,RNN,210_23-2
PPS,13464,NC(=O)c1ccc(CC(=O)NCC2CCN(Cc3cccc(CN4CCC(c5ccc(F)cc5)C4)c3)C2)cc1,NC(=O)c1ccc(CC(=O)NCC2CCN(Cc3cccc(CN4CCC(c5ccc(F)cc5)C4)c3)C2)cc1,0,-10.8492,210,24,PPS_tester_run_2,RNN,210_24-8
PPS,13465,NC(=O)c1cccc(CC2CCN(CC3Cc4ccc(C(N)=O)cc4C3)C2)c1,NC(=O)c1cccc(CC2CCN(CC3Cc4ccc(C(N)=O)cc4C3)C2)c1,0,-11.64,210,25,PPS_tester_run_2,RNN,210_25-5
PPS,13466,NC(=O)c1cccc(NC(=O)NCc2ccc(CC(N)C3Cc4ccc(C(=O)Nc5ccccc5)cc4C3)cc2)c1,NC(=O)c1cccc(NC(=O)NCc2ccc(CC(N)C3Cc4ccc(C(=O)Nc5ccccc5)cc4C3)cc2)c1,0,-11.8282,210,26,PPS_tester_run_2,RNN,210_26-1
PPS,13467,NC(=O)c1ccc2c(n1)CCC(CC=Cc1ccc(C(=O)Nc3ccccc3)cc1)C2,NC(=O)c1ccc2c(n1)CCC(CC=Cc1ccc(C(=O)Nc3ccccc3)cc1)C2,0,-9.31183,210,27,PPS_tester_run_2,RNN,210_27-2
PPS,13468,NC(=O)c1cccc(CC(N)C2CCN(Cc3ccc4ccc(C(N)=O)cc4c3)C2)c1,NC(=O)c1cccc(CC(N)C2CCN(Cc3ccc4ccc(C(N)=O)cc4c3)C2)c1,0,-12.3883,210,28,PPS_tester_run_2,RNN,210_28-7
PPS,13469,NC(=O)c1ccc(CC2CCN(CC3Cc4ccc(C(N)=O)cc4C3)C2)cc1,NC(=O)c1ccc(CC2CCN(CC3Cc4ccc(C(N)=O)cc4C3)C2)cc1,0,-10.7739,210,29,PPS_tester_run_2,RNN,210_29-6
PPS,13470,NCCN1CC(CN2CCC(Cc3ccc(NC(=O)c4ccc(C(N)=O)cc4)cc3)CC2)CC1CNC(=O)c1ccc(C(N)=O)cc1,NCCN1CC(CN2CCC(Cc3ccc(NC(=O)c4ccc(C(N)=O)cc4)cc3)CC2)CC1CNC(=O)c1ccc(C(N)=O)cc1,0,-13.0701,210,30,PPS_tester_run_2,RNN,210_30-3
PPS,13471,NC(=O)c1ccc(CCC2CCN(Cc3ccc(Cc4ccc(C(=O)Nc5ccccc5)cc4)c(F)c3)C2)cc1,NC(=O)c1ccc(CCC2CCN(Cc3ccc(Cc4ccc(C(=O)Nc5ccccc5)cc4)c(F)c3)C2)cc1,0,-11.206,210,31,PPS_tester_run_2,RNN,210_31-4
PPS,13472,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(NC(=O)c4cccc(C(N)=O)c4)C3)cc2)c1,NC(=O)c1cccc(NC(=O)c2ccc(CN3CCC(NC(=O)c4cccc(C(N)=O)c4)C3)cc2)c1,0,-11.0128,210,32,PPS_tester_run_2,RNN,208_23-1
PPS,13473,CCCCNC(Cc1ccc(C(=O)Nc2ccccc2)cc1)c1ccc(C(=O)NCc2ccc(C(N)=O)cc2)cc1,CCCCNC(Cc1ccc(C(=O)Nc2ccccc2)cc1)c1ccc(C(=O)NCc2ccc(C(N)=O)cc2)cc1,0,-8.83834,210,33,PPS_tester_run_2,RNN,210_33-1
PPS,13474,NC(=O)c1cccc(NC(=O)C(O)NCC2C3CC(c4ccc(NC5CCCC5)cc4)CCN2C3)c1,NC(=O)c1cccc(NC(=O)C(O)NCC2C3CC(c4ccc(NC5CCCC5)cc4)CCN2C3)c1,0,-10.5209,210,34,PPS_tester_run_2,RNN,210_34-6
PPS,13475,NC(=O)c1cccc(CCC(=O)N2CCCN(Cc3ccc(CN4CCC(CCNC(=O)Nc5ccccc5)CC4)cc3)CC2)c1,NC(=O)c1cccc(CCC(=O)N2CCCN(Cc3ccc(CN4CCC(CCNC(=O)Nc5ccccc5)CC4)cc3)CC2)c1,0,-13.105,210,35,PPS_tester_run_2,RNN,210_35-1
